RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
TRATAMIENTOS ESTETICOS;69;2016;2;1
VETERINARIA;69;2016;3;1
CARNES Y VERDURAS;68;2016;1;1
FERRETERIA Y CONSTRUCCION;68;2016;1;1
FERRETERIA Y CONSTRUCCION;68;2016;3;1
FIAMBRERIAS Y DIETETICAS;68;2016;1;1
INDUMENTARIA;68;2016;1;4
INDUMENTARIA;68;2016;2;4
INDUMENTARIA;68;2016;3;2
INSUMOS PARA EL HOGAR;68;2016;1;1
INSUMOS PARA EL HOGAR;68;2016;2;1
INSUMOS PARA EL HOGAR;68;2016;3;1
KIOSCOS Y LOTERIAS;68;2016;1;1
KIOSCOS Y LOTERIAS;68;2016;2;1
MUSICA Y LIBRERIA;68;2016;2;1
MUSICA Y LIBRERIA;68;2016;3;1
OPTICA Y JOYERIAS;68;2016;1;1
OPTICA Y JOYERIAS;68;2016;2;1
OPTICA Y JOYERIAS;68;2016;3;1
RESTAURANTES;68;2016;2;1
RESTAURANTES;68;2016;3;1
SALUD Y COSMETICA;68;2016;1;1
SALUD Y COSMETICA;68;2016;2;1
SALUD Y COSMETICA;68;2016;3;1
SUPERMERCADOS Y ALMACENES;68;2016;1;1
SUPERMERCADOS Y ALMACENES;68;2016;2;1
BARES Y CAFES;67;2016;3;1
CARNES Y VERDURAS;67;2016;1;1
CARNES Y VERDURAS;67;2016;2;1
COMIDA AL PASO;67;2016;1;1
COMIDA AL PASO;67;2016;3;1
FERRETERIA Y CONSTRUCCION;67;2016;1;1
FIAMBRERIAS Y DIETETICAS;67;2016;2;1
HELADERIAS;67;2016;3;1
INDUMENTARIA;67;2016;1;2
INDUMENTARIA;67;2016;2;2
INDUMENTARIA;67;2016;3;1
INSTITUCIONES DEPORTIVAS;67;2016;1;1
INSTITUCIONES DEPORTIVAS;67;2016;2;1
INSUMOS PARA EL HOGAR;67;2016;3;1
KIOSCOS Y LOTERIAS;67;2016;1;1
KIOSCOS Y LOTERIAS;67;2016;3;1
MUSICA Y LIBRERIA;67;2016;1;1
MUSICA Y LIBRERIA;67;2016;2;1
OPTICA Y JOYERIAS;67;2016;1;1
OPTICA Y JOYERIAS;67;2016;2;1
OPTICA Y JOYERIAS;67;2016;3;1
PANADERIAS;67;2016;2;1
RESTAURANTES;67;2016;2;1
SALUD Y COSMETICA;67;2016;1;1
SALUD Y COSMETICA;67;2016;2;2
SALUD Y COSMETICA;67;2016;3;1
SUPERMERCADOS Y ALMACENES;67;2016;1;1
SUPERMERCADOS Y ALMACENES;67;2016;2;1
SUPERMERCADOS Y ALMACENES;67;2016;3;1
TRATAMIENTOS ESTETICOS;67;2016;1;1
TRATAMIENTOS ESTETICOS;67;2016;2;1
VETERINARIA;67;2016;2;1
VETERINARIA;67;2016;3;1
BARES Y CAFES;66;2016;1;1
BARES Y CAFES;66;2016;2;2
BARES Y CAFES;66;2016;3;1
CARNES Y VERDURAS;66;2016;3;1
COMIDA AL PASO;66;2016;1;1
COMIDA AL PASO;66;2016;2;1
COMIDA AL PASO;66;2016;3;1
FERRETERIA Y CONSTRUCCION;66;2016;1;1
FERRETERIA Y CONSTRUCCION;66;2016;2;1
FERRETERIA Y CONSTRUCCION;66;2016;3;1
FIAMBRERIAS Y DIETETICAS;66;2016;1;1
FIAMBRERIAS Y DIETETICAS;66;2016;2;1
FIAMBRERIAS Y DIETETICAS;66;2016;3;1
HELADERIAS;66;2016;3;1
INDUMENTARIA;66;2016;1;2
INDUMENTARIA;66;2016;2;4
INDUMENTARIA;66;2016;3;1
INSTITUCIONES DEPORTIVAS;66;2016;1;1
INSTITUCIONES DEPORTIVAS;66;2016;2;1
INSUMOS PARA EL HOGAR;66;2016;1;1
INSUMOS PARA EL HOGAR;66;2016;2;1
INSUMOS PARA EL HOGAR;66;2016;3;1
KIOSCOS Y LOTERIAS;66;2016;1;1
KIOSCOS Y LOTERIAS;66;2016;2;1
KIOSCOS Y LOTERIAS;66;2016;3;1
MUSICA Y LIBRERIA;66;2016;1;1
MUSICA Y LIBRERIA;66;2016;2;1
MUSICA Y LIBRERIA;66;2016;3;1
OPTICA Y JOYERIAS;66;2016;1;2
OPTICA Y JOYERIAS;66;2016;2;1
PANADERIAS;66;2016;1;1
PANADERIAS;66;2016;2;1
RESTAURANTES;66;2016;1;1
RESTAURANTES;66;2016;2;1
RESTAURANTES;66;2016;3;1
SALUD Y COSMETICA;66;2016;1;2
SALUD Y COSMETICA;66;2016;2;2
SALUD Y COSMETICA;66;2016;3;1
SUPERMERCADOS Y ALMACENES;66;2016;1;1
SUPERMERCADOS Y ALMACENES;66;2016;2;2
SUPERMERCADOS Y ALMACENES;66;2016;3;1
TRATAMIENTOS ESTETICOS;66;2016;1;1
TRATAMIENTOS ESTETICOS;66;2016;2;1
TRATAMIENTOS ESTETICOS;66;2016;3;1
VETERINARIA;66;2016;1;1
CARNES Y VERDURAS;65;2016;3;1
COMIDA AL PASO;65;2016;1;1
COMIDA AL PASO;65;2016;3;1
FERRETERIA Y CONSTRUCCION;65;2016;2;1
FERRETERIA Y CONSTRUCCION;65;2016;3;1
INDUMENTARIA;65;2016;1;1
INDUMENTARIA;65;2016;2;1
INDUMENTARIA;65;2016;3;1
INSUMOS PARA EL HOGAR;65;2016;3;1
KIOSCOS Y LOTERIAS;65;2016;1;1
KIOSCOS Y LOTERIAS;65;2016;2;1
MUSICA Y LIBRERIA;65;2016;1;1
MUSICA Y LIBRERIA;65;2016;3;1
OPTICA Y JOYERIAS;65;2016;2;1
PANADERIAS;65;2016;3;1
SALUD Y COSMETICA;65;2016;1;1
SUPERMERCADOS Y ALMACENES;65;2016;1;1
TRATAMIENTOS ESTETICOS;65;2016;1;1
CARNES Y VERDURAS;64;2016;1;1
COMIDA AL PASO;64;2016;3;1
FERRETERIA Y CONSTRUCCION;64;2016;2;1
FERRETERIA Y CONSTRUCCION;64;2016;3;1
HELADERIAS;64;2016;2;1
INDUMENTARIA;64;2016;1;1
INDUMENTARIA;64;2016;2;1
INDUMENTARIA;64;2016;3;1
INSUMOS PARA EL HOGAR;64;2016;1;1
MUSICA Y LIBRERIA;64;2016;2;1
OPTICA Y JOYERIAS;64;2016;1;1
SUPERMERCADOS Y ALMACENES;64;2016;1;1
SUPERMERCADOS Y ALMACENES;64;2016;2;1
TRATAMIENTOS ESTETICOS;64;2016;2;1
VETERINARIA;64;2016;1;1
COMIDA AL PASO;63;2016;2;1
COMIDA AL PASO;63;2016;3;1
FERRETERIA Y CONSTRUCCION;63;2016;1;1
FERRETERIA Y CONSTRUCCION;63;2016;2;1
FERRETERIA Y CONSTRUCCION;63;2016;3;1
INDUMENTARIA;63;2016;1;2
INDUMENTARIA;63;2016;2;2
INDUMENTARIA;63;2016;3;1
INSUMOS PARA EL HOGAR;63;2016;2;1
KIOSCOS Y LOTERIAS;63;2016;2;1
KIOSCOS Y LOTERIAS;63;2016;3;1
OPTICA Y JOYERIAS;63;2016;1;1
SALUD Y COSMETICA;63;2016;1;1
SUPERMERCADOS Y ALMACENES;63;2016;3;1
TRATAMIENTOS ESTETICOS;63;2016;1;1
TRATAMIENTOS ESTETICOS;63;2016;3;1
BARES Y CAFES;62;2016;2;1
FERRETERIA Y CONSTRUCCION;62;2016;1;1
FERRETERIA Y CONSTRUCCION;62;2016;2;1
FERRETERIA Y CONSTRUCCION;62;2016;3;1
INDUMENTARIA;62;2016;1;1
INDUMENTARIA;62;2016;2;1
INDUMENTARIA;62;2016;3;1
INSTITUCIONES DEPORTIVAS;62;2016;1;1
MUSICA Y LIBRERIA;62;2016;1;1
OPTICA Y JOYERIAS;62;2016;1;1
SALUD Y COSMETICA;62;2016;1;1
SALUD Y COSMETICA;62;2016;3;1
SUPERMERCADOS Y ALMACENES;62;2016;2;1
BARES Y CAFES;61;2016;1;1
BARES Y CAFES;61;2016;2;1
CARNES Y VERDURAS;61;2016;1;1
CARNES Y VERDURAS;61;2016;2;1
COMIDA AL PASO;61;2016;2;1
COMIDA AL PASO;61;2016;3;1
FERRETERIA Y CONSTRUCCION;61;2016;1;1
FERRETERIA Y CONSTRUCCION;61;2016;2;1
FIAMBRERIAS Y DIETETICAS;61;2016;1;1
FIAMBRERIAS Y DIETETICAS;61;2016;2;1
HELADERIAS;61;2016;1;1
INDUMENTARIA;61;2016;1;2
INDUMENTARIA;61;2016;2;1
INDUMENTARIA;61;2016;3;1
INSTITUCIONES DEPORTIVAS;61;2016;2;1
INSUMOS PARA EL HOGAR;61;2016;1;1
INSUMOS PARA EL HOGAR;61;2016;2;1
KIOSCOS Y LOTERIAS;61;2016;1;1
KIOSCOS Y LOTERIAS;61;2016;2;1
KIOSCOS Y LOTERIAS;61;2016;3;1
MUSICA Y LIBRERIA;61;2016;1;1
MUSICA Y LIBRERIA;61;2016;2;1
MUSICA Y LIBRERIA;61;2016;3;1
OPTICA Y JOYERIAS;61;2016;1;2
OPTICA Y JOYERIAS;61;2016;2;1
OPTICA Y JOYERIAS;61;2016;3;1
RESTAURANTES;61;2016;1;1
RESTAURANTES;61;2016;2;1
SALUD Y COSMETICA;61;2016;1;2
SALUD Y COSMETICA;61;2016;2;1
SUPERMERCADOS Y ALMACENES;61;2016;2;1
TRATAMIENTOS ESTETICOS;61;2016;1;1
TRATAMIENTOS ESTETICOS;61;2016;2;1
TRATAMIENTOS ESTETICOS;61;2016;3;1
BARES Y CAFES;60;2016;1;1
BARES Y CAFES;60;2016;2;1
BARES Y CAFES;60;2016;3;1
CARNES Y VERDURAS;60;2016;1;1
CARNES Y VERDURAS;60;2016;2;1
CARNES Y VERDURAS;60;2016;3;1
COMIDA AL PASO;60;2016;1;1
COMIDA AL PASO;60;2016;2;2
COMIDA AL PASO;60;2016;3;1
FERRETERIA Y CONSTRUCCION;60;2016;1;1
FERRETERIA Y CONSTRUCCION;60;2016;2;1
FERRETERIA Y CONSTRUCCION;60;2016;3;1
FIAMBRERIAS Y DIETETICAS;60;2016;1;1
FIAMBRERIAS Y DIETETICAS;60;2016;2;1
FIAMBRERIAS Y DIETETICAS;60;2016;3;1
INDUMENTARIA;60;2016;1;4
INDUMENTARIA;60;2016;2;3
INDUMENTARIA;60;2016;3;1
INSTITUCIONES DEPORTIVAS;60;2016;1;1
INSTITUCIONES DEPORTIVAS;60;2016;2;1
INSTITUCIONES DEPORTIVAS;60;2016;3;1
INSUMOS PARA EL HOGAR;60;2016;1;1
INSUMOS PARA EL HOGAR;60;2016;2;1
INSUMOS PARA EL HOGAR;60;2016;3;1
KIOSCOS Y LOTERIAS;60;2016;1;1
KIOSCOS Y LOTERIAS;60;2016;2;1
KIOSCOS Y LOTERIAS;60;2016;3;1
MUSICA Y LIBRERIA;60;2016;1;2
MUSICA Y LIBRERIA;60;2016;2;2
MUSICA Y LIBRERIA;60;2016;3;1
OPTICA Y JOYERIAS;60;2016;1;1
OPTICA Y JOYERIAS;60;2016;2;2
OPTICA Y JOYERIAS;60;2016;3;1
PANADERIAS;60;2016;1;1
PANADERIAS;60;2016;3;1
RESTAURANTES;60;2016;1;1
RESTAURANTES;60;2016;2;1
RESTAURANTES;60;2016;3;1
SALUD Y COSMETICA;60;2016;1;2
SALUD Y COSMETICA;60;2016;2;2
SALUD Y COSMETICA;60;2016;3;1
SUPERMERCADOS Y ALMACENES;60;2016;1;1
SUPERMERCADOS Y ALMACENES;60;2016;2;2
SUPERMERCADOS Y ALMACENES;60;2016;3;1
TRATAMIENTOS ESTETICOS;60;2016;1;1
TRATAMIENTOS ESTETICOS;60;2016;2;1
TRATAMIENTOS ESTETICOS;60;2016;3;1
VETERINARIA;60;2016;1;1
BARES Y CAFES;59;2016;1;1
CARNES Y VERDURAS;59;2016;3;1
COMIDA AL PASO;59;2016;2;1
COMIDA AL PASO;59;2016;3;1
FERRETERIA Y CONSTRUCCION;59;2016;1;1
FERRETERIA Y CONSTRUCCION;59;2016;2;1
FIAMBRERIAS Y DIETETICAS;59;2016;2;1
FIAMBRERIAS Y DIETETICAS;59;2016;3;1
HELADERIAS;59;2016;2;1
INDUMENTARIA;59;2016;1;1
INDUMENTARIA;59;2016;2;1
INSTITUCIONES DEPORTIVAS;59;2016;3;1
KIOSCOS Y LOTERIAS;59;2016;1;1
KIOSCOS Y LOTERIAS;59;2016;2;1
MUSICA Y LIBRERIA;59;2016;1;1
MUSICA Y LIBRERIA;59;2016;3;1
OPTICA Y JOYERIAS;59;2016;1;1
OPTICA Y JOYERIAS;59;2016;2;1
PANADERIAS;59;2016;1;1
RESTAURANTES;59;2016;1;1
SALUD Y COSMETICA;59;2016;1;1
SALUD Y COSMETICA;59;2016;2;1
SALUD Y COSMETICA;59;2016;3;1
SUPERMERCADOS Y ALMACENES;59;2016;1;1
SUPERMERCADOS Y ALMACENES;59;2016;3;1
TRATAMIENTOS ESTETICOS;59;2016;1;1
BARES Y CAFES;58;2016;2;1
CARNES Y VERDURAS;58;2016;1;1
CARNES Y VERDURAS;58;2016;2;1
CARNES Y VERDURAS;58;2016;3;1
COMIDA AL PASO;58;2016;1;1
COMIDA AL PASO;58;2016;2;1
COMIDA AL PASO;58;2016;3;1
FERRETERIA Y CONSTRUCCION;58;2016;1;1
FERRETERIA Y CONSTRUCCION;58;2016;2;1
FERRETERIA Y CONSTRUCCION;58;2016;3;1
FIAMBRERIAS Y DIETETICAS;58;2016;1;1
FIAMBRERIAS Y DIETETICAS;58;2016;2;1
FIAMBRERIAS Y DIETETICAS;58;2016;3;1
INDUMENTARIA;58;2016;1;2
INDUMENTARIA;58;2016;2;2
INDUMENTARIA;58;2016;3;1
INSUMOS PARA EL HOGAR;58;2016;2;1
INSUMOS PARA EL HOGAR;58;2016;3;1
KIOSCOS Y LOTERIAS;58;2016;1;1
KIOSCOS Y LOTERIAS;58;2016;2;1
KIOSCOS Y LOTERIAS;58;2016;3;1
MUSICA Y LIBRERIA;58;2016;1;1
MUSICA Y LIBRERIA;58;2016;2;1
MUSICA Y LIBRERIA;58;2016;3;1
OPTICA Y JOYERIAS;58;2016;1;1
OPTICA Y JOYERIAS;58;2016;2;1
OPTICA Y JOYERIAS;58;2016;3;1
PANADERIAS;58;2016;1;1
PANADERIAS;58;2016;3;1
RESTAURANTES;58;2016;2;1
SALUD Y COSMETICA;58;2016;1;1
SALUD Y COSMETICA;58;2016;2;1
SALUD Y COSMETICA;58;2016;3;1
SUPERMERCADOS Y ALMACENES;58;2016;1;1
SUPERMERCADOS Y ALMACENES;58;2016;2;1
SUPERMERCADOS Y ALMACENES;58;2016;3;1
TRATAMIENTOS ESTETICOS;58;2016;1;1
TRATAMIENTOS ESTETICOS;58;2016;2;1
VETERINARIA;58;2016;3;1
BARES Y CAFES;57;2016;1;1
BARES Y CAFES;57;2016;2;1
CARNES Y VERDURAS;57;2016;2;1
CARNES Y VERDURAS;57;2016;3;1
FERRETERIA Y CONSTRUCCION;57;2016;1;1
FERRETERIA Y CONSTRUCCION;57;2016;2;1
FERRETERIA Y CONSTRUCCION;57;2016;3;1
FIAMBRERIAS Y DIETETICAS;57;2016;2;1
FIAMBRERIAS Y DIETETICAS;57;2016;3;1
HELADERIAS;57;2016;3;1
INDUMENTARIA;57;2016;1;1
INDUMENTARIA;57;2016;2;1
INDUMENTARIA;57;2016;3;1
KIOSCOS Y LOTERIAS;57;2016;1;1
MUSICA Y LIBRERIA;57;2016;2;1
OPTICA Y JOYERIAS;57;2016;2;1
SALUD Y COSMETICA;57;2016;1;1
SALUD Y COSMETICA;57;2016;2;1
SALUD Y COSMETICA;57;2016;3;1
SUPERMERCADOS Y ALMACENES;57;2016;3;1
VETERINARIA;57;2016;2;1
BARES Y CAFES;56;2016;2;1
COMIDA AL PASO;56;2016;1;1
INDUMENTARIA;56;2016;2;1
INDUMENTARIA;56;2016;3;1
MUSICA Y LIBRERIA;56;2016;1;1
MUSICA Y LIBRERIA;56;2016;3;1
OPTICA Y JOYERIAS;56;2016;2;1
SALUD Y COSMETICA;56;2016;1;1
SUPERMERCADOS Y ALMACENES;56;2016;3;1
BARES Y CAFES;55;2016;1;1
BARES Y CAFES;55;2016;2;1
BARES Y CAFES;55;2016;3;1
CARNES Y VERDURAS;55;2016;1;1
CARNES Y VERDURAS;55;2016;2;1
COMIDA AL PASO;55;2016;1;1
COMIDA AL PASO;55;2016;2;1
FERRETERIA Y CONSTRUCCION;55;2016;1;1
FIAMBRERIAS Y DIETETICAS;55;2016;1;1
FIAMBRERIAS Y DIETETICAS;55;2016;2;1
INDUMENTARIA;55;2016;1;2
INDUMENTARIA;55;2016;2;1
INDUMENTARIA;55;2016;3;1
INSTITUCIONES DEPORTIVAS;55;2016;3;1
INSUMOS PARA EL HOGAR;55;2016;1;1
INSUMOS PARA EL HOGAR;55;2016;3;1
KIOSCOS Y LOTERIAS;55;2016;1;1
KIOSCOS Y LOTERIAS;55;2016;2;1
MUSICA Y LIBRERIA;55;2016;1;1
MUSICA Y LIBRERIA;55;2016;2;1
OPTICA Y JOYERIAS;55;2016;1;1
OPTICA Y JOYERIAS;55;2016;2;1
PANADERIAS;55;2016;3;1
RESTAURANTES;55;2016;2;1
RESTAURANTES;55;2016;3;1
SALUD Y COSMETICA;55;2016;1;1
SALUD Y COSMETICA;55;2016;2;1
SALUD Y COSMETICA;55;2016;3;1
SUPERMERCADOS Y ALMACENES;55;2016;1;1
SUPERMERCADOS Y ALMACENES;55;2016;2;1
SUPERMERCADOS Y ALMACENES;55;2016;3;1
TRATAMIENTOS ESTETICOS;55;2016;1;1
TRATAMIENTOS ESTETICOS;55;2016;2;1
TRATAMIENTOS ESTETICOS;55;2016;3;1
CARNES Y VERDURAS;54;2016;1;1
CARNES Y VERDURAS;54;2016;2;1
COMIDA AL PASO;54;2016;2;1
FERRETERIA Y CONSTRUCCION;54;2016;1;1
FIAMBRERIAS Y DIETETICAS;54;2016;1;1
INDUMENTARIA;54;2016;3;1
KIOSCOS Y LOTERIAS;54;2016;1;1
KIOSCOS Y LOTERIAS;54;2016;2;1
MUSICA Y LIBRERIA;54;2016;1;1
MUSICA Y LIBRERIA;54;2016;2;1
OPTICA Y JOYERIAS;54;2016;2;1
RESTAURANTES;54;2016;1;1
SALUD Y COSMETICA;54;2016;1;1
SALUD Y COSMETICA;54;2016;2;1
SALUD Y COSMETICA;54;2016;3;1
SUPERMERCADOS Y ALMACENES;54;2016;1;1
SUPERMERCADOS Y ALMACENES;54;2016;2;1
BARES Y CAFES;53;2016;3;1
COMIDA AL PASO;53;2016;1;1
COMIDA AL PASO;53;2016;2;1
FERRETERIA Y CONSTRUCCION;53;2016;1;1
FERRETERIA Y CONSTRUCCION;53;2016;2;1
FERRETERIA Y CONSTRUCCION;53;2016;3;1
FIAMBRERIAS Y DIETETICAS;53;2016;1;1
FIAMBRERIAS Y DIETETICAS;53;2016;2;1
FIAMBRERIAS Y DIETETICAS;53;2016;3;1
INDUMENTARIA;53;2016;1;1
INDUMENTARIA;53;2016;2;1
INDUMENTARIA;53;2016;3;1
INSTITUCIONES DEPORTIVAS;53;2016;3;1
INSUMOS PARA EL HOGAR;53;2016;1;1
KIOSCOS Y LOTERIAS;53;2016;1;1
KIOSCOS Y LOTERIAS;53;2016;2;1
MUSICA Y LIBRERIA;53;2016;1;1
MUSICA Y LIBRERIA;53;2016;2;1
OPTICA Y JOYERIAS;53;2016;1;1
OPTICA Y JOYERIAS;53;2016;2;1
OPTICA Y JOYERIAS;53;2016;3;1
PANADERIAS;53;2016;3;1
RESTAURANTES;53;2016;1;1
RESTAURANTES;53;2016;3;1
SALUD Y COSMETICA;53;2016;1;1
SALUD Y COSMETICA;53;2016;2;1
SUPERMERCADOS Y ALMACENES;53;2016;1;1
SUPERMERCADOS Y ALMACENES;53;2016;2;1
SUPERMERCADOS Y ALMACENES;53;2016;3;1
TRATAMIENTOS ESTETICOS;53;2016;2;1
TRATAMIENTOS ESTETICOS;53;2016;3;1
CARNES Y VERDURAS;52;2016;1;1
CARNES Y VERDURAS;52;2016;2;1
CARNES Y VERDURAS;52;2016;3;1
FERRETERIA Y CONSTRUCCION;52;2016;1;1
FERRETERIA Y CONSTRUCCION;52;2016;2;1
HELADERIAS;52;2016;1;1
INDUMENTARIA;52;2016;1;1
INDUMENTARIA;52;2016;3;1
INSTITUCIONES DEPORTIVAS;52;2016;1;1
INSTITUCIONES DEPORTIVAS;52;2016;3;1
KIOSCOS Y LOTERIAS;52;2016;1;1
KIOSCOS Y LOTERIAS;52;2016;3;1
MUSICA Y LIBRERIA;52;2016;1;1
MUSICA Y LIBRERIA;52;2016;2;1
MUSICA Y LIBRERIA;52;2016;3;1
OPTICA Y JOYERIAS;52;2016;2;1
OPTICA Y JOYERIAS;52;2016;3;1
RESTAURANTES;52;2016;2;1
SALUD Y COSMETICA;52;2016;2;1
SUPERMERCADOS Y ALMACENES;52;2016;2;1
BARES Y CAFES;51;2016;1;1
BARES Y CAFES;51;2016;2;1
BARES Y CAFES;51;2016;3;1
CARNES Y VERDURAS;51;2016;1;1
CARNES Y VERDURAS;51;2016;2;1
CARNES Y VERDURAS;51;2016;3;1
COMIDA AL PASO;51;2016;1;1
COMIDA AL PASO;51;2016;2;1
COMIDA AL PASO;51;2016;3;1
FERRETERIA Y CONSTRUCCION;51;2016;1;1
FERRETERIA Y CONSTRUCCION;51;2016;2;1
FERRETERIA Y CONSTRUCCION;51;2016;3;1
FIAMBRERIAS Y DIETETICAS;51;2016;2;1
FIAMBRERIAS Y DIETETICAS;51;2016;3;1
INDUMENTARIA;51;2016;1;1
INDUMENTARIA;51;2016;2;1
INSTITUCIONES DEPORTIVAS;51;2016;2;1
INSTITUCIONES DEPORTIVAS;51;2016;3;1
INSUMOS PARA EL HOGAR;51;2016;1;1
KIOSCOS Y LOTERIAS;51;2016;1;1
KIOSCOS Y LOTERIAS;51;2016;2;1
KIOSCOS Y LOTERIAS;51;2016;3;1
MUSICA Y LIBRERIA;51;2016;1;1
MUSICA Y LIBRERIA;51;2016;2;1
MUSICA Y LIBRERIA;51;2016;3;1
OPTICA Y JOYERIAS;51;2016;1;2
OPTICA Y JOYERIAS;51;2016;2;2
OPTICA Y JOYERIAS;51;2016;3;1
RESTAURANTES;51;2016;1;1
RESTAURANTES;51;2016;2;1
RESTAURANTES;51;2016;3;1
SALUD Y COSMETICA;51;2016;1;1
SALUD Y COSMETICA;51;2016;2;1
SALUD Y COSMETICA;51;2016;3;1
SUPERMERCADOS Y ALMACENES;51;2016;1;1
SUPERMERCADOS Y ALMACENES;51;2016;2;1
SUPERMERCADOS Y ALMACENES;51;2016;3;1
TRATAMIENTOS ESTETICOS;51;2016;1;1
COMIDA AL PASO;50;2016;2;1
FERRETERIA Y CONSTRUCCION;50;2016;1;1
FERRETERIA Y CONSTRUCCION;50;2016;2;1
INDUMENTARIA;50;2016;2;1
INDUMENTARIA;50;2016;3;1
KIOSCOS Y LOTERIAS;50;2016;1;1
KIOSCOS Y LOTERIAS;50;2016;2;1
MUSICA Y LIBRERIA;50;2016;1;1
OPTICA Y JOYERIAS;50;2016;2;1
RESTAURANTES;50;2016;2;1
SALUD Y COSMETICA;50;2016;1;1
SALUD Y COSMETICA;50;2016;2;1
SALUD Y COSMETICA;50;2016;3;1
SUPERMERCADOS Y ALMACENES;50;2016;1;1
SUPERMERCADOS Y ALMACENES;50;2016;2;1
SUPERMERCADOS Y ALMACENES;50;2016;3;1
BARES Y CAFES;49;2016;2;1
CARNES Y VERDURAS;49;2016;1;1
CARNES Y VERDURAS;49;2016;2;1
CARNES Y VERDURAS;49;2016;3;1
COMIDA AL PASO;49;2016;2;1
COMIDA AL PASO;49;2016;3;1
FERRETERIA Y CONSTRUCCION;49;2016;1;1
FERRETERIA Y CONSTRUCCION;49;2016;2;1
FIAMBRERIAS Y DIETETICAS;49;2016;2;1
HELADERIAS;49;2016;1;1
INDUMENTARIA;49;2016;1;1
INDUMENTARIA;49;2016;2;1
INDUMENTARIA;49;2016;3;1
INSUMOS PARA EL HOGAR;49;2016;1;1
KIOSCOS Y LOTERIAS;49;2016;1;1
MUSICA Y LIBRERIA;49;2016;3;1
OPTICA Y JOYERIAS;49;2016;1;1
OPTICA Y JOYERIAS;49;2016;2;1
PANADERIAS;49;2016;1;1
SALUD Y COSMETICA;49;2016;3;1
SUPERMERCADOS Y ALMACENES;49;2016;1;1
SUPERMERCADOS Y ALMACENES;49;2016;2;1
SUPERMERCADOS Y ALMACENES;49;2016;3;1
TRATAMIENTOS ESTETICOS;49;2016;3;1
BARES Y CAFES;48;2016;1;1
BARES Y CAFES;48;2016;2;1
CARNES Y VERDURAS;48;2016;1;1
COMIDA AL PASO;48;2016;1;1
COMIDA AL PASO;48;2016;2;1
COMIDA AL PASO;48;2016;3;1
FERRETERIA Y CONSTRUCCION;48;2016;3;1
FIAMBRERIAS Y DIETETICAS;48;2016;3;1
INDUMENTARIA;48;2016;1;1
INDUMENTARIA;48;2016;3;1
INSTITUCIONES DEPORTIVAS;48;2016;2;1
KIOSCOS Y LOTERIAS;48;2016;1;1
KIOSCOS Y LOTERIAS;48;2016;2;1
MUSICA Y LIBRERIA;48;2016;1;1
MUSICA Y LIBRERIA;48;2016;3;1
OPTICA Y JOYERIAS;48;2016;1;1
OPTICA Y JOYERIAS;48;2016;2;1
OPTICA Y JOYERIAS;48;2016;3;1
PANADERIAS;48;2016;1;1
RESTAURANTES;48;2016;1;1
RESTAURANTES;48;2016;2;1
RESTAURANTES;48;2016;3;1
SALUD Y COSMETICA;48;2016;1;1
SALUD Y COSMETICA;48;2016;2;1
SALUD Y COSMETICA;48;2016;3;1
SUPERMERCADOS Y ALMACENES;48;2016;1;1
SUPERMERCADOS Y ALMACENES;48;2016;2;1
SUPERMERCADOS Y ALMACENES;48;2016;3;1
TRATAMIENTOS ESTETICOS;48;2016;1;1
TRATAMIENTOS ESTETICOS;48;2016;3;1
BARES Y CAFES;47;2016;3;1
CARNES Y VERDURAS;47;2016;1;1
CARNES Y VERDURAS;47;2016;3;1
FERRETERIA Y CONSTRUCCION;47;2016;2;1
FERRETERIA Y CONSTRUCCION;47;2016;3;1
INDUMENTARIA;47;2016;1;1
INDUMENTARIA;47;2016;2;1
INDUMENTARIA;47;2016;3;1
KIOSCOS Y LOTERIAS;47;2016;3;1
MUSICA Y LIBRERIA;47;2016;1;1
OPTICA Y JOYERIAS;47;2016;2;1
PANADERIAS;47;2016;2;1
PANADERIAS;47;2016;3;1
SALUD Y COSMETICA;47;2016;1;1
SALUD Y COSMETICA;47;2016;2;1
SUPERMERCADOS Y ALMACENES;47;2016;1;1
SUPERMERCADOS Y ALMACENES;47;2016;2;1
SUPERMERCADOS Y ALMACENES;47;2016;3;1
BARES Y CAFES;46;2016;1;1
BARES Y CAFES;46;2016;2;1
BARES Y CAFES;46;2016;3;1
CARNES Y VERDURAS;46;2016;1;1
CARNES Y VERDURAS;46;2016;3;1
COMIDA AL PASO;46;2016;2;1
COMIDA AL PASO;46;2016;3;1
FERRETERIA Y CONSTRUCCION;46;2016;3;1
FIAMBRERIAS Y DIETETICAS;46;2016;1;1
INDUMENTARIA;46;2016;1;1
INDUMENTARIA;46;2016;2;1
INDUMENTARIA;46;2016;3;1
INSTITUCIONES DEPORTIVAS;46;2016;2;1
INSUMOS PARA EL HOGAR;46;2016;3;1
KIOSCOS Y LOTERIAS;46;2016;1;1
KIOSCOS Y LOTERIAS;46;2016;2;1
MUSICA Y LIBRERIA;46;2016;2;1
MUSICA Y LIBRERIA;46;2016;3;1
OPTICA Y JOYERIAS;46;2016;1;1
OPTICA Y JOYERIAS;46;2016;2;1
OPTICA Y JOYERIAS;46;2016;3;1
SALUD Y COSMETICA;46;2016;1;1
SALUD Y COSMETICA;46;2016;2;1
SALUD Y COSMETICA;46;2016;3;1
