ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
254,Alien,2600,1981-01-01,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01
255,Alien Breed Trilogy,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0
256,Alien Hominid,PS2,2004-01-01,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01
257,Alien Monster Bowling League,Wii,2009-01-01,Sports,Destineer,0.09,0.0,0.0,0.01
258,Alien Resurrection,PS,2000-01-01,Shooter,Fox Interactive,0.09,0.06,0.0,0.01
259,Alien Syndrome,PSP,2007-01-01,Role-Playing,Sega,0.07,0.0,0.0,0.01
260,Alien Trilogy,PS,1996-01-01,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03
261,Alien's Return,2600,1982-01-01,Action,ITT Family Games,0.32,0.02,0.0,0.0
262,Alien: Isolation,PS4,2014-01-01,Shooter,Sega,0.34,0.57,0.04,0.17
263,Alienators: Evolution Continues,GBA,2001-01-01,Action,Activision,0.03,0.01,0.0,0.0
264,Aliens in the Attic,Wii,2009-01-01,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01
265,Aliens versus Predator: Extinction,PS2,2003-01-01,Strategy,Electronic Arts,0.09,0.07,0.0,0.02
266,Aliens vs Predator,PS3,2010-01-01,Shooter,Sega,0.41,0.46,0.0,0.18
267,Aliens vs Predator: Requiem,PSP,2007-01-01,Action,Vivendi Games,0.03,0.12,0.0,0.07
268,Aliens: Colonial Marines,PS3,2013-01-01,Shooter,Sega,0.2,0.29,0.0,0.11
269,Aliens: Infestation,DS,2011-01-01,Action,Sega,0.09,0.05,0.0,0.02
270,All Grown Up! Express Yourself,GBA,2004-01-01,Misc,THQ,0.13,0.05,0.0,0.0
271,All Japan Pro Wrestling featuring Virtua,SAT,1997-01-01,Fighting,Sega,0.0,0.0,0.15,0.0
272,All Kamen Rider: Rider Generation,DS,2011-01-01,Action,Namco Bandai Games,0.0,0.0,0.12,0.0
273,All Kamen Rider: Rider Generation 2,DS,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
274,All Points Bulletin,PC,2010-01-01,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01
275,All Star Cheer Squad,Wii,2008-01-01,Sports,THQ,0.43,0.29,0.0,0.08
276,All Star Cheer Squad 2,Wii,2009-01-01,Sports,THQ,0.12,0.0,0.0,0.01
277,All Star Karate,Wii,2010-01-01,Action,THQ,0.13,0.07,0.0,0.02
278,All Star Pro-Wrestling,PS2,2000-01-01,Fighting,SquareSoft,0.0,0.0,0.2,0.0
279,All Star Tennis 99,N64,1999-01-01,Sports,Ubisoft,0.04,0.01,0.0,0.0
280,All-Pro Football 2K8,X360,2007-01-01,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02
281,All-Star Baseball 2000,N64,1999-01-01,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0
282,All-Star Baseball 2001,N64,2000-01-01,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0
283,All-Star Baseball 2002,PS2,2001-01-01,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07
284,All-Star Baseball 2003,GC,2002-01-01,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0
285,All-Star Baseball 2004,PS2,2003-01-01,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05
286,All-Star Baseball 99,N64,1998-01-01,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0
287,Alleyway,GB,1989-01-01,Puzzle,Nintendo,0.96,0.38,0.55,0.05
288,Allied General,PS,1996-01-01,Strategy,SSI,0.11,0.07,0.0,0.01
289,Alone in the Dark,X360,2008-01-01,Adventure,Atari,0.14,0.3,0.0,0.05
290,Alone in the Dark: Inferno,PS3,2008-01-01,Adventure,Atari,0.09,0.03,0.0,0.02
291,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996-01-01,Adventure,Infogrames,0.17,0.12,0.0,0.02
292,Alpha Protocol,X360,2010-01-01,Role-Playing,Sega,0.23,0.12,0.0,0.04
293,Alpha and Omega,DS,2010-01-01,Action,Unknown,0.06,0.0,0.0,0.0
294,Alter Echo,XB,2003-01-01,Shooter,THQ,0.04,0.01,0.0,0.0
295,Alter Ego,PC,1985-01-01,Simulation,Activision,0.0,0.03,0.0,0.01
296,Altered Beast: Guardian of the Realms,GBA,2002-01-01,Action,THQ,0.07,0.02,0.0,0.0
297,Alundra,PS,1997-01-01,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01
298,Alundra 2: A New Legend Begins,PS,1999-01-01,Role-Playing,Activision,0.15,0.1,0.0,0.02
299,Alvin and the Chipmunks,Wii,2007-01-01,Misc,Eidos Interactive,0.05,0.0,0.0,0.0
300,Alvin and the Chipmunks: Chipwrecked,DS,2011-01-01,Misc,505 Games,0.06,0.03,0.0,0.01
301,Alvin and the Chipmunks: The Squeakquel,Wii,2009-01-01,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01
302,Amagami,PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0
303,Amagoushi no Yakata,PS2,2007-01-01,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0
304,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0
305,Amazing Adventures: The Forgotten Ruins,DS,2008-01-01,Adventure,PopCap Games,0.13,0.08,0.0,0.02
306,Amazing Island,GC,2004-01-01,Strategy,Sega,0.04,0.01,0.0,0.0
307,America Oudan Ultra-Quiz,SAT,1995-01-01,Misc,Victor Interactive,0.0,0.0,0.02,0.0
308,America's Army: Rise of a Soldier,XB,2005-01-01,Shooter,Ubisoft,0.19,0.05,0.0,0.01
309,America's Army: True Soldiers,X360,2007-01-01,Shooter,Ubisoft,0.08,0.0,0.0,0.01
310,America's Next Top Model,DS,2008-01-01,Action,Eidos Interactive,0.1,0.0,0.0,0.01
311,America's Test Kitchen: Let's Get Cooking,DS,2010-01-01,Simulation,Nintendo,0.25,0.0,0.0,0.02
312,American Bass Challenge,GBA,2001-01-01,Sports,Starfish,0.03,0.01,0.0,0.0
313,American Chopper,XB,2004-01-01,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01
314,American Chopper 2: Full Throttle,XB,2005-01-01,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0
315,American Girl: Julie Finds a Way,DS,2007-01-01,Adventure,THQ,0.1,0.0,0.0,0.01
316,American Girl: Kit Mystery Challenge!,DS,2008-01-01,Adventure,THQ,0.42,0.0,0.0,0.03
317,American Idol,GBA,2003-01-01,Misc,Codemasters,0.15,0.06,0.0,0.0
318,Amnesia,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.04,0.0
319,Amnesia Crowd,PSP,2013-01-01,Misc,Idea Factory,0.0,0.0,0.05,0.0
320,Amnesia Later,PSP,2012-01-01,Misc,Idea Factory,0.0,0.0,0.05,0.0
321,Amped 2,XB,2003-01-01,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01
322,Amped 3,X360,2005-01-01,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01
323,Amped: Freestyle Snowboarding,XB,2001-01-01,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02
324,Amplitude,PS2,2003-01-01,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02
325,An American Tail: Fievel's Gold Rush,GBA,2002-01-01,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0
326,Anarchy Reigns,PS3,2012-01-01,Action,Sega,0.1,0.03,0.06,0.02
327,And1 Streetball,PS2,2006-01-01,Action,Ubisoft,0.13,0.1,0.0,0.03
328,Andretti Racing,PS,1996-01-01,Racing,Electronic Arts,0.43,0.29,0.0,0.05
329,Angel Blade: Neo Tokyo Guardians,PS,1997-01-01,Role-Playing,On Demand,0.12,0.08,0.0,0.01
330,Angelique Duet,PS,1998-01-01,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0
331,Angelique Retour,PSV,2015-01-01,Action,Tecmo Koei,0.0,0.0,0.02,0.0
332,Angelique Trois,PS2,2000-01-01,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0
333,Angelique: Maren no Rokukishi,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0
334,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011-01-01,Sports,D3Publisher,0.0,0.03,0.0,0.0
335,Angry Birds,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05
336,Angry Birds Star Wars,XOne,2013-01-01,Strategy,Activision,0.11,0.04,0.0,0.02
337,Angry Birds Trilogy,3DS,2012-01-01,Action,Activision,0.38,0.2,0.0,0.05
338,Angry Birds: Rio,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02
339,AniMates!,DS,2007-01-01,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0
340,Anima - Gate of Memories,PS4,2016-01-01,Action,Avanquest,0.0,0.02,0.0,0.0
341,Animal Crossing,GC,2001-01-01,Simulation,Nintendo,1.92,0.16,0.99,0.09
342,Animal Crossing: Amiibo Festival,WiiU,2015-01-01,Misc,Nintendo,0.19,0.11,0.09,0.03
343,Animal Crossing: City Folk,Wii,2008-01-01,Simulation,Nintendo,1.82,1.12,1.32,0.36
344,Animal Crossing: Happy Home Designer,3DS,2015-01-01,Simulation,Nintendo,0.51,1.02,1.4,0.12
345,Animal Crossing: New Leaf,3DS,2012-01-01,Simulation,Nintendo,2.03,2.36,4.39,0.39
346,Animal Crossing: Wild World,DS,2005-01-01,Simulation,Nintendo,2.5,3.45,5.33,0.86
347,Animal Genius,DS,2007-01-01,Puzzle,Ubisoft,0.1,0.0,0.0,0.01
348,Animal Kingdom: Wildlife Expedition,Wii,2009-01-01,Adventure,Natsume,0.07,0.0,0.0,0.01
349,Animal Paradise,DS,2007-01-01,Simulation,Empire Interactive,0.09,0.14,0.0,0.02
350,Animal Planet: Emergency Vets,DS,2009-01-01,Simulation,Activision,0.08,0.0,0.0,0.01
351,Animal Planet: Vet Collection,DS,2010-01-01,Simulation,Activision,0.05,0.0,0.0,0.0
352,Animal Planet: Vet Life,DS,2009-01-01,Simulation,Activision,0.1,0.0,0.0,0.01
353,Animaniacs Ten Pin Alley,PS,1998-01-01,Sports,ASC Games,0.36,0.25,0.0,0.04
354,Animaniacs: The Great Edgar Hunt,GC,2005-01-01,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0
355,Animorphs: Shattered Reality,PS,2000-01-01,Action,Infogrames,0.03,0.02,0.0,0.0
356,Anno 1701: Dawn of Discovery,DS,2007-01-01,Simulation,Touchstone,0.07,0.05,0.0,0.01
357,Anno 2070,PC,2011-01-01,Strategy,Ubisoft,0.0,1.13,0.0,0.29
358,Anno 2205,PC,2015-01-01,Strategy,Ubisoft,0.02,0.22,0.0,0.02
359,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012-01-01,Action,5pb,0.0,0.0,0.02,0.0
360,Another Code R: A Journey into Lost Memories,Wii,2009-01-01,Adventure,Nintendo,0.0,0.03,0.03,0.0
361,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0
362,Ant Nation,DS,2009-01-01,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01
363,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0
364,Antz Extreme Racing,XB,2002-01-01,Racing,Empire Interactive,0.01,0.0,0.0,0.0
365,Anubis II,Wii,2007-01-01,Platform,Metro 3D,0.06,0.0,0.0,0.0
366,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.04,0.0
367,Ao no Kanata no Four Rhythm,PSV,2016-01-01,Adventure,Unknown,0.0,0.0,0.03,0.0
368,Aoishiro,PS2,2008-01-01,Adventure,Success,0.0,0.0,0.02,0.0
369,Apache: Air Assault,PS3,2010-01-01,Simulation,Activision,0.11,0.06,0.0,0.03
370,Apassionata: Die Galanacht der Pferde,DS,2009-01-01,Simulation,RTL,0.0,0.04,0.0,0.01
371,Ape Escape,PS3,2010-01-01,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01
372,Ape Escape 2,PS2,2002-01-01,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03
373,Ape Escape 3,PS2,2005-01-01,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02
374,Ape Escape Academy,PSP,2004-01-01,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05
375,Ape Escape Academy (jp sales),PSP,2004-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0
376,Ape Escape: On the Loose,PSP,2005-01-01,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05
377,Ape Escape: Pumped & Primed,PS2,2004-01-01,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01
378,Apex,XB,2003-01-01,Racing,Atari,0.1,0.03,0.0,0.0
379,Apocalypse,PS,1998-01-01,Action,Activision,0.25,0.17,0.0,0.03
380,Apollo Justice: Ace Attorney,DS,2007-01-01,Adventure,Capcom,0.28,0.04,0.64,0.03
381,Aqua Aqua,PS2,2000-01-01,Puzzle,3DO,0.05,0.04,0.0,0.01
382,Aqua Panic!,DS,2009-01-01,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0
383,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007-01-01,Racing,Midway Games,0.03,0.03,0.0,0.01
384,Aquaman: Battle for Atlantis,GC,2003-01-01,Action,TDK Mediactive,0.01,0.0,0.0,0.0
385,Aquanaut's Holiday,PS,1995-01-01,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0
386,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0
387,Aquapazza: Aquaplus Dream Match,PS3,2012-01-01,Fighting,Aqua Plus,0.05,0.0,0.05,0.01
388,Aquarium by DS,DS,2008-01-01,Simulation,Mercury Games,0.05,0.0,0.0,0.0
389,Ar Nosurge: Ode to an Unborn Star,PS3,2014-01-01,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02
390,Ar tonelico 2: Melody of Metafalica,PS2,2007-01-01,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01
391,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010-01-01,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01
392,Ar tonelico: Melody of Elemia,PS2,2006-01-01,Role-Playing,505 Games,0.0,0.0,0.1,0.0
393,Arabians Lost: The Engagement on Desert,PS2,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0
394,Arc Rise Fantasia,Wii,2009-01-01,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01
395,Arc the Lad,PS,1995-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01
396,Arc the Lad II,PS,1996-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13
397,Arc the Lad III,PS,1999-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03
398,Arc the Lad: End of Darkness,PS2,2004-01-01,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01
399,Arc the Lad: Twilight of the Spirits,PS2,2003-01-01,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05
400,Arcade Hits: Frisky Tom,PS,2002-01-01,Action,Hamster Corporation,0.16,0.11,0.0,0.02
401,Arcade Party Pak,PS,1999-01-01,Misc,Midway Games,0.06,0.04,0.0,0.01
402,Arcade Shooting Gallery,Wii,2008-01-01,Shooter,Zoo Games,0.18,0.0,0.0,0.01
403,Arcade Zone,Wii,2009-01-01,Misc,Activision,0.14,0.0,0.0,0.01
404,Arcana Famiglia 2,PSP,2013-01-01,Adventure,Comfort,0.0,0.0,0.02,0.0
405,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011-01-01,Adventure,Comfort,0.0,0.0,0.05,0.0
406,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012-01-01,Action,Comfort,0.0,0.0,0.02,0.0
407,Arcana Heart,PS2,2007-01-01,Fighting,AQ Interactive,0.06,0.05,0.04,0.02
408,Arcana Heart 3,X360,2011-01-01,Fighting,PQube,0.0,0.02,0.02,0.0
409,Arcania: Gothic 4,PS4,2015-01-01,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01
410,Archer Maclean Presents: Pool Paradise,PS2,2004-01-01,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01
411,Archer Maclean's 3D Pool,GBA,2003-01-01,Misc,Crave Entertainment,0.05,0.02,0.0,0.0
412,Archer Maclean's Mercury,PSP,2005-01-01,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14
413,Arctic Tale,Wii,2007-01-01,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0
414,Arctic Thunder,XB,2001-01-01,Racing,Midway Games,0.09,0.02,0.0,0.0
415,Are You Alice?,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0
416,Are You Smarter Than A 5th Grader?,DS,2007-01-01,Misc,Mindscape,0.48,0.0,0.0,0.04
417,Are You Smarter Than a 5th Grader? Back to School,Wii,2010-01-01,Misc,Nintendo,0.18,0.0,0.0,0.01
418,Are You Smarter than a 5th Grader? Game Time,DS,2009-01-01,Puzzle,THQ,0.22,0.0,0.0,0.02
419,Are You Smarter than a 5th Grader? Make the Grade,DS,2008-01-01,Misc,THQ,0.36,0.0,0.0,0.03
420,Area 51,PS,1996-01-01,Shooter,GT Interactive,0.4,0.27,0.0,0.05
421,Arena Football,PS2,2006-01-01,Sports,Electronic Arts,0.28,0.22,0.0,0.07
422,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0
423,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0
424,Arkanoid DS,DS,2007-01-01,Puzzle,Square Enix,0.06,0.0,0.0,0.0
425,ArmA II,PC,2009-01-01,Shooter,505 Games,0.0,0.12,0.0,0.02
426,ArmA III,PC,2013-01-01,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01
427,Armed and Dangerous,XB,2003-01-01,Shooter,LucasArts,0.09,0.03,0.0,0.0
428,Armor Ambush,2600,1981-01-01,Action,Mattel Interactive,0.15,0.01,0.0,0.0
429,Armored Core,PS,1997-01-01,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03
430,Armored Core 2,PS2,2000-01-01,Simulation,Ubisoft,0.28,0.22,0.23,0.07
431,Armored Core 2: Another Age,PS2,2001-01-01,Simulation,Metro 3D,0.11,0.08,0.19,0.03
432,Armored Core 3,PS2,2002-01-01,Simulation,Metro 3D,0.22,0.17,0.23,0.06
433,Armored Core 3 Portable,PSP,2009-01-01,Simulation,From Software,0.0,0.0,0.08,0.0
434,Armored Core 4,PS3,2006-01-01,Simulation,505 Games,0.09,0.0,0.09,0.01
435,Armored Core SL: Silent Line Portable,PSP,2009-01-01,Simulation,From Software,0.0,0.0,0.03,0.0
436,Armored Core V,X360,2012-01-01,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01
437,Armored Core: For Answer,PS3,2008-01-01,Simulation,Ubisoft,0.06,0.02,0.1,0.01
438,Armored Core: Formula Front Extreme Battle,PSP,2004-01-01,Simulation,505 Games,0.05,0.0,0.0,0.0
439,Armored Core: Last Raven,PS2,2005-01-01,Simulation,505 Games,0.05,0.04,0.08,0.01
440,Armored Core: Last Raven Portable,PSP,2010-01-01,Simulation,From Software,0.0,0.0,0.03,0.0
441,Armored Core: Master of Arena,PS,1999-01-01,Simulation,From Software,0.07,0.05,0.13,0.02
442,Armored Core: Nexus,PS2,2004-01-01,Simulation,Indie Games,0.06,0.05,0.14,0.02
443,Armored Core: Nine Breaker,PS2,2004-01-01,Simulation,505 Games,0.03,0.03,0.0,0.01
444,Armored Core: Project Phantasma,PS,1997-01-01,Simulation,From Software,0.06,0.04,0.15,0.02
445,Armored Core: Silent Line,PS2,2003-01-01,Simulation,Agetec,0.07,0.06,0.16,0.02
446,Armored Core: Verdict Day,PS3,2013-01-01,Simulation,From Software,0.0,0.0,0.12,0.0
447,Armorines: Project S.W.A.R.M.,PS,2000-01-01,Shooter,Acclaim Entertainment,0.05,0.03,0.0,0.01
448,Army Corps of Hell,PSV,2011-01-01,Action,Square Enix,0.04,0.04,0.0,0.02
449,Army Men 3D,PS,1999-01-01,Action,3DO,1.1,0.14,0.0,0.04
450,Army Men World War: Final Front,PS,2001-01-01,Action,3DO,0.24,0.17,0.0,0.03
451,"Army Men World War: Land, Sea, Air",PS,2000-01-01,Action,3DO,0.17,0.12,0.0,0.02
452,Army Men World War: Team Assault,PS,2001-01-01,Action,3DO,0.06,0.04,0.0,0.01
453,Army Men: Air Attack,PS,1999-01-01,Action,3DO,0.47,0.32,0.0,0.06
454,Army Men: Air Attack 2,PS,2000-01-01,Action,3DO,0.17,0.11,0.0,0.02
455,Army Men: Air Combat,N64,2000-01-01,Action,3DO,0.19,0.05,0.0,0.0
456,Army Men: Air Combat - The Elite Missions,GC,2003-01-01,Shooter,3DO,0.01,0.0,0.0,0.0
457,Army Men: Green Rogue,PS,2001-01-01,Action,3DO,0.04,0.02,0.0,0.0
458,Army Men: Major Malfunction,XB,2006-01-01,Shooter,Global Star,0.01,0.0,0.0,0.0
459,Army Men: RTS,GC,2004-01-01,Strategy,Global Star,0.05,0.01,0.0,0.0
460,Army Men: Sarge's Heroes,N64,1999-01-01,Action,3DO,0.68,0.12,0.0,0.01
461,Army Men: Sarge's Heroes 2,PS,2000-01-01,Shooter,3DO,0.14,0.09,0.0,0.02
462,Army Men: Sarge's War,GC,2004-01-01,Shooter,Global Star,0.12,0.03,0.0,0.0
463,Army Men: Soldiers of Misfortune,DS,2008-01-01,Shooter,Zoo Games,0.1,0.0,0.0,0.01
464,Army Rescue,Wii,2009-01-01,Shooter,UFO Interactive,0.02,0.0,0.0,0.0
465,Army of Two,X360,2008-01-01,Shooter,Electronic Arts,1.09,0.37,0.02,0.16
466,Army of Two: The 40th Day,PS3,2010-01-01,Shooter,Electronic Arts,0.44,0.27,0.01,0.12
467,Army of Two: The Devil's Cartel,PS3,2013-01-01,Shooter,Electronic Arts,0.11,0.11,0.01,0.05
468,Around the World in 80 Days,GBA,2004-01-01,Action,Hip Interactive,0.03,0.01,0.0,0.0
469,Arslan: The Warriors of Legend,XOne,2016-01-01,Action,Tecmo Koei,0.01,0.0,0.0,0.0
470,Art Academy,DS,2010-01-01,Misc,Nintendo,0.26,1.65,0.33,0.28
471,Art Academy: Home Studio,WiiU,2015-01-01,Misc,Nintendo,0.0,0.0,0.01,0.0
472,Art Academy: Lessons for Everyone,3DS,2012-01-01,Action,Nintendo,0.2,0.04,0.21,0.02
473,Art of Fighting 3: The Path of the Warrior,NG,1996-01-01,Fighting,SNK,0.0,0.0,0.04,0.0
474,Art of Fighting Anthology,PS2,2006-01-01,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01
475,Arthur and the Invisibles,DS,2007-01-01,Adventure,Atari,0.03,0.0,0.0,0.0
476,Arthur! Ready to Race,PS,2000-01-01,Racing,The Learning Company,0.03,0.02,0.0,0.0
477,Arx Fatalis,XB,2003-01-01,Role-Playing,Mindscape,0.04,0.01,0.0,0.0
478,Ashes Cricket 2009,X360,2009-01-01,Sports,Codemasters,0.0,0.19,0.0,0.01
479,Asphalt 3D,3DS,2011-01-01,Racing,Ubisoft,0.27,0.16,0.02,0.04
480,Asphalt: Injection,PSV,2011-01-01,Action,Ubisoft,0.13,0.06,0.0,0.03
481,Asphalt: Urban GT,DS,2004-01-01,Racing,Ubisoft,0.31,0.22,0.0,0.06
482,Asphalt: Urban GT 2,DS,2006-01-01,Racing,Ubisoft,0.09,0.04,0.0,0.01
483,Assassin's Creed,X360,2007-01-01,Adventure,Ubisoft,3.28,1.64,0.07,0.56
484,Assassin's Creed Chronicles,XOne,2016-01-01,Action,Ubisoft,0.0,0.01,0.0,0.0
485,Assassin's Creed Chronicles: China,PS4,2015-01-01,Action,Ubisoft,0.0,0.03,0.0,0.01
486,Assassin's Creed II,X360,2009-01-01,Action,Ubisoft,3.11,1.55,0.08,0.51
487,Assassin's Creed II: Discovery,DS,2009-01-01,Action,Ubisoft,0.15,0.11,0.0,0.03
488,Assassin's Creed III,PS3,2012-01-01,Action,Ubisoft,2.64,2.52,0.16,1.12
489,Assassin's Creed III: Liberation,PSV,2012-01-01,Action,Ubisoft,0.53,0.48,0.06,0.24
490,Assassin's Creed IV: Black Flag,PC,2013-01-01,Action,Ubisoft,0.22,0.38,0.0,0.05
491,Assassin's Creed Syndicate,XOne,2015-01-01,Action,Ubisoft,0.62,0.56,0.0,0.11
492,Assassin's Creed The Ezio Collection,XOne,2016-01-01,Action,Ubisoft,0.03,0.04,0.0,0.01
493,Assassin's Creed: Altair's Chronicles,DS,2008-01-01,Platform,Ubisoft,0.03,0.01,0.0,0.0
494,Assassin's Creed: Bloodlines,PSP,2009-01-01,Action,Ubisoft,0.43,0.47,0.05,0.28
495,Assassin's Creed: Brotherhood,PC,2011-01-01,Action,Ubisoft,0.15,0.34,0.0,0.1
496,Assassin's Creed: Revelations,PC,2011-01-01,Action,Ubisoft,0.14,0.48,0.0,0.12
497,Assassin's Creed: Rogue,PC,2015-01-01,Action,Ubisoft,0.05,0.02,0.0,0.01
498,Assassin's Creed: Unity,XOne,2014-01-01,Action,Ubisoft,2.27,0.9,0.0,0.33
499,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.13,0.0
500,Assault,2600,1982-01-01,Action,Bomb,0.21,0.01,0.0,0.0
501,Assault Rigs,PS,1996-01-01,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0
502,Assault Suit Leynos,PS4,2016-01-01,Shooter,Rising Star Games,0.02,0.0,0.0,0.0
503,Assault: Retribution,PS,1998-01-01,Action,Telstar,0.07,0.05,0.0,0.01
504,Assetto Corsa,PS4,2016-01-01,Racing,505 Games,0.0,0.05,0.0,0.01
505,Asterix & Obelix: Kick Buttix,PS2,2004-01-01,Action,Atari,0.02,0.01,0.0,0.0
506,Asteroids,PS,1998-01-01,Shooter,Success,0.64,0.43,0.0,0.07
507,Asteroids Hyper 64,N64,1999-01-01,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0
508,Astonishia Story,PSP,2006-01-01,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0
509,Astro Boy,PS2,2004-01-01,Action,Sega,0.04,0.03,0.0,0.01
510,Astro Boy: Omega Factor,GBA,2003-01-01,Action,THQ,0.06,0.02,0.0,0.0
511,Astro Boy: The Video Game,PS2,2009-01-01,Action,D3Publisher,0.05,0.04,0.0,0.01
512,Astroblast,2600,1981-01-01,Action,Mattel Interactive,0.29,0.02,0.0,0.0
513,Astrology DS,DS,2009-01-01,Misc,Deep Silver,0.03,0.0,0.0,0.0
514,Asura's Wrath,PS3,2012-01-01,Action,Capcom,0.18,0.12,0.06,0.05
515,Atari Anniversary Advance,GBA,2002-01-01,Misc,Atari,0.13,0.05,0.0,0.0
516,Atari Anniversary Edition Redux,PS,2000-01-01,Misc,Infogrames,0.1,0.07,0.0,0.01
517,Atari Anthology,PS2,2004-01-01,Misc,Atari,0.33,0.01,0.0,0.05
