,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,venta_total,Date
416443,572552,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,2011-10-24 17:07:00,1.63,14096.0,United Kingdom,3.26,2011-10-24
416973,572567,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-10-25 10:27:00,1.25,12398.0,Switzerland,10.0,2011-10-25
417503,572662,23372,SET 36 COLOUR PENCILS DOLLY GIRL,7,2011-10-25 12:54:00,1.25,15443.0,United Kingdom,8.75,2011-10-25
418033,572681,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-25 13:51:00,2.08,13510.0,United Kingdom,20.8,2011-10-25
418563,572732,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-10-25 15:21:00,0.39,18079.0,United Kingdom,9.36,2011-10-25
419093,572758,22585,PACK OF 6 BIRDY GIFT TAGS,2,2011-10-25 18:39:00,2.46,,United Kingdom,4.92,2011-10-25
419623,572847,71101E,STANDING FAIRY POLE SUPPORT ,2,2011-10-26 12:15:00,0.85,14606.0,United Kingdom,1.7,2011-10-26
420153,572878,85152,HAND OVER THE CHOCOLATE   SIGN ,78,2011-10-26 13:34:00,1.66,16029.0,United Kingdom,129.48,2011-10-26
420683,572903,22865,HAND WARMER OWL DESIGN,4,2011-10-26 15:17:00,2.1,17974.0,United Kingdom,8.4,2011-10-26
421213,572924,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2011-10-27 08:56:00,4.25,13416.0,United Kingdom,51.0,2011-10-27
421743,573023,85034A,3 GARDENIA MORRIS BOXED CANDLES,24,2011-10-27 12:53:00,1.25,13882.0,United Kingdom,30.0,2011-10-27
422273,573075,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,2011-10-27 14:04:00,1.45,17545.0,United Kingdom,1.45,2011-10-27
422803,573117,22561,WOODEN SCHOOL COLOURING SET,12,2011-10-27 16:11:00,1.65,16688.0,United Kingdom,19.799999999999997,2011-10-27
423333,573138,23554,LANDMARK FRAME OXFORD STREET,1,2011-10-27 17:22:00,12.5,15023.0,United Kingdom,12.5,2011-10-27
423863,573160,22077,6 RIBBONS RUSTIC CHARM,12,2011-10-28 08:58:00,1.95,14359.0,United Kingdom,23.4,2011-10-28
424393,573264,23390,DOLLY GIRL MINI BACKPACK,1,2011-10-28 12:36:00,4.15,14415.0,United Kingdom,4.15,2011-10-28
424923,573291,23130,MISTLETOE HEART WREATH GREEN,4,2011-10-28 14:51:00,4.15,16554.0,United Kingdom,16.6,2011-10-28
425453,573323,23245,SET OF 3 REGENCY CAKE TINS,1,2011-10-30 10:54:00,4.95,15708.0,United Kingdom,4.95,2011-10-30
425983,573340,23204,CHARLOTTE BAG APPLES DESIGN,4,2011-10-30 11:55:00,0.85,14159.0,United Kingdom,3.4,2011-10-30
426513,573358,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-10-30 12:46:00,6.95,17213.0,United Kingdom,13.9,2011-10-30
427043,573373,85227,SET OF 6 3D KIT CARDS FOR KIDS,6,2011-10-30 13:37:00,0.85,14684.0,United Kingdom,5.1,2011-10-30
427573,573391,22130,PARTY CONE CHRISTMAS DECORATION ,12,2011-10-30 14:57:00,0.85,14911.0,EIRE,10.2,2011-10-30
428103,573413,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-10-30 16:12:00,0.65,15444.0,United Kingdom,5.2,2011-10-30
428633,573492,23535,WALL ART BICYCLE SAFETY,1,2011-10-31 11:57:00,5.95,13544.0,United Kingdom,5.95,2011-10-31
429163,573546,22588,CARD HOLDER GINGHAM HEART,6,2011-10-31 13:13:00,2.89,15974.0,United Kingdom,17.34,2011-10-31
429693,573576,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-10-31 14:09:00,1.25,14096.0,United Kingdom,5.0,2011-10-31
430223,573584,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-10-31 14:36:00,2.55,16705.0,United Kingdom,91.8,2011-10-31
430753,573585,22689,DOORMAT MERRY CHRISTMAS RED ,5,2011-10-31 14:41:00,16.63,,United Kingdom,83.14999999999999,2011-10-31
431283,573585,85049H,URBAN BLACK RIBBONS ,5,2011-10-31 14:41:00,0.83,,United Kingdom,4.1499999999999995,2011-10-31
431813,573758,21001,ROSE DU SUD WASHBAG ,3,2011-11-01 09:51:00,5.95,14345.0,United Kingdom,17.85,2011-11-01
432343,573870,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-11-01 12:25:00,3.25,14485.0,United Kingdom,3.25,2011-11-01
432873,573897,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,2011-11-01 14:29:00,4.15,16729.0,United Kingdom,8.3,2011-11-01
433403,573915,21411,GINGHAM HEART  DOORSTOP RED,1,2011-11-01 15:55:00,4.25,15511.0,United Kingdom,4.25,2011-11-01
433933,574015,23194,GYMKHANA TREASURE BOOK BOX,3,2011-11-02 12:03:00,2.25,15576.0,United Kingdom,6.75,2011-11-02
434463,574046,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-11-02 13:19:00,2.95,15743.0,United Kingdom,5.9,2011-11-02
434993,574069,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-11-02 14:52:00,8.5,17735.0,United Kingdom,17.0,2011-11-02
435523,574076,21232,STRAWBERRY CERAMIC TRINKET POT,4,2011-11-02 15:38:00,2.46,,United Kingdom,9.84,2011-11-02
436053,574082,23583,LUNCH BAG PAISLEY PARK  ,5,2011-11-02 16:37:00,1.65,16205.0,United Kingdom,8.25,2011-11-02
436583,574170,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,6,2011-11-03 11:43:00,0.39,16221.0,United Kingdom,2.34,2011-11-03
437113,574265,82582,AREA PATROLLED METAL SIGN,12,2011-11-03 14:17:00,2.1,15605.0,United Kingdom,25.200000000000003,2011-11-03
437643,574298,22980,PANTRY SCRUBBING BRUSH,1,2011-11-03 15:56:00,3.29,,United Kingdom,3.29,2011-11-03
438173,574308,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-11-03 16:45:00,4.25,16409.0,United Kingdom,4.25,2011-11-03
438703,574328,23474,WOODLAND SMALL BLUE FELT HEART,12,2011-11-04 09:05:00,0.83,13081.0,United Kingdom,9.959999999999999,2011-11-04
439233,574387,23103,JINGLE BELL HEART DECORATION,12,2011-11-04 11:04:00,1.65,12944.0,United Kingdom,19.799999999999997,2011-11-04
439763,574481,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-04 12:45:00,1.65,18022.0,United Kingdom,1.65,2011-11-04
440293,574530,10125,MINI FUNKY DESIGN TAPES,2,2011-11-04 14:07:00,0.85,16887.0,United Kingdom,1.7,2011-11-04
440823,574547,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,2011-11-04 15:08:00,0.83,17841.0,United Kingdom,0.83,2011-11-04
441353,574561,84912B,GREEN ROSE WASHBAG,2,2011-11-04 15:52:00,3.29,,United Kingdom,6.58,2011-11-04
441883,574657,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,4,2011-11-06 11:43:00,1.65,13772.0,United Kingdom,6.6,2011-11-06
442413,574673,22210,WOOD STAMP SET BEST WISHES,1,2011-11-06 12:26:00,0.83,15555.0,United Kingdom,0.83,2011-11-06
442943,574683,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-11-06 12:50:00,1.25,16372.0,United Kingdom,2.5,2011-11-06
443473,574701,22469,HEART OF WICKER SMALL,2,2011-11-06 13:54:00,1.65,15426.0,United Kingdom,3.3,2011-11-06
444003,574716,22095,LADS ONLY TISSUE BOX,1,2011-11-06 14:33:00,0.39,14502.0,United Kingdom,0.39,2011-11-06
444533,574734,23131,MISTLETOE HEART WREATH CREAM,2,2011-11-06 15:20:00,4.15,15025.0,United Kingdom,8.3,2011-11-06
445063,574750,21874,GIN AND TONIC MUG,12,2011-11-07 09:12:00,1.65,17164.0,United Kingdom,19.799999999999997,2011-11-07
445593,574856,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,2011-11-07 12:06:00,7.46,,United Kingdom,22.38,2011-11-07
446123,574879,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,2011-11-07 13:22:00,12.75,13014.0,United Kingdom,25.5,2011-11-07
446653,574913,21484,CHICK GREY HOT WATER BOTTLE,12,2011-11-07 16:00:00,4.25,13323.0,United Kingdom,51.0,2011-11-07
447183,574950,21901,"KEY FOB , BACK DOOR ",1,2011-11-08 09:29:00,1.63,,United Kingdom,1.63,2011-11-08
447713,574959,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-08 10:09:00,1.95,17886.0,United Kingdom,1.95,2011-11-08
448243,575040,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-11-08 11:58:00,1.25,13381.0,United Kingdom,15.0,2011-11-08
448773,575070,21390,FILIGRIS HEART WITH BUTTERFLY,3,2011-11-08 12:58:00,1.25,17841.0,United Kingdom,3.75,2011-11-08
449303,575117,20768,GREEN FERN JOURNAL ,1,2011-11-08 14:22:00,2.55,12748.0,United Kingdom,2.55,2011-11-08
449833,575139,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-11-08 15:26:00,0.62,16863.0,United Kingdom,7.4399999999999995,2011-11-08
450363,575176,22207,FRYING PAN UNION FLAG,1,2011-11-08 18:29:00,8.29,,United Kingdom,8.29,2011-11-08
450893,575177,22714,CARD BIRTHDAY COWBOY,1,2011-11-08 18:41:00,0.83,,United Kingdom,0.83,2011-11-08
451423,575206,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-11-09 10:26:00,1.85,14298.0,United Kingdom,22.200000000000003,2011-11-09
451953,575300,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-09 12:30:00,0.29,13804.0,United Kingdom,13.919999999999998,2011-11-09
452483,575339,35095A,BLUE VICTORIAN FABRIC OVAL BOX,6,2011-11-09 14:29:00,0.42,15555.0,United Kingdom,2.52,2011-11-09
453013,575477,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-11-09 16:14:00,5.79,,United Kingdom,5.79,2011-11-09
453543,575484,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-09 17:02:00,3.95,16670.0,United Kingdom,15.8,2011-11-09
454073,575508,23255,CHILDRENS CUTLERY CIRCUS PARADE,72,2011-11-10 10:32:00,3.75,14646.0,Netherlands,270.0,2011-11-10
454603,575587,85049G,CHOCOLATE BOX RIBBONS ,2,2011-11-10 12:01:00,1.25,17461.0,United Kingdom,2.5,2011-11-10
455133,575607,22922,FRIDGE MAGNETS US DINER ASSORTED,6,2011-11-10 12:37:00,1.8,14096.0,United Kingdom,10.8,2011-11-10
455663,575637,22065,CHRISTMAS PUDDING TRINKET POT ,2,2011-11-10 13:46:00,0.39,16904.0,United Kingdom,0.78,2011-11-10
456193,575680,20838,FRENCH LATTICE CUSHION COVER ,12,2011-11-10 15:23:00,0.85,13148.0,United Kingdom,10.2,2011-11-10
456723,575706,21495,SKULLS AND CROSSBONES WRAP,25,2011-11-10 17:13:00,0.42,14713.0,United Kingdom,10.5,2011-11-10
457253,575739,21786,POLKADOT RAIN HAT ,1,2011-11-11 09:05:00,0.83,,United Kingdom,0.83,2011-11-11
457783,575747,22627,MINT KITCHEN SCALES,2,2011-11-11 10:19:00,8.5,12589.0,France,17.0,2011-11-11
458313,575767,22970,LONDON BUS COFFEE MUG,6,2011-11-11 11:11:00,2.55,17348.0,United Kingdom,15.299999999999999,2011-11-11
458843,575851,20713,JUMBO BAG OWLS,1,2011-11-11 12:13:00,2.08,14662.0,United Kingdom,2.08,2011-11-11
459373,575875,22075,6 RIBBONS ELEGANT CHRISTMAS ,7,2011-11-11 13:06:00,1.63,,United Kingdom,11.41,2011-11-11
459903,575886,20975,12 PENCILS SMALL TUBE RED RETROSPOT,12,2011-11-11 13:57:00,0.65,12517.0,Germany,7.800000000000001,2011-11-11
460433,575917,23371,SET 36 COLOUR PENCILS SPACEBOY ,16,2011-11-11 16:57:00,1.25,13895.0,United Kingdom,20.0,2011-11-11
460963,575930,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2011-11-11 17:58:00,7.46,,United Kingdom,7.46,2011-11-11
461493,575943,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-11-13 11:44:00,2.95,17920.0,United Kingdom,5.9,2011-11-13
462023,575959,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-13 12:27:00,2.95,14547.0,United Kingdom,11.8,2011-11-13
462553,575981,23310,BUBBLEGUM RING ASSORTED,36,2011-11-13 13:41:00,0.42,15500.0,United Kingdom,15.12,2011-11-13
463083,576053,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2011-11-13 14:53:00,0.42,16726.0,United Kingdom,10.5,2011-11-13
463613,576067,23206,LUNCH BAG APPLE DESIGN,10,2011-11-13 15:48:00,1.65,14227.0,United Kingdom,16.5,2011-11-13
464143,576078,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-11-13 16:22:00,8.95,14432.0,United Kingdom,17.9,2011-11-13
464673,576176,22383,LUNCH BAG SUKI DESIGN ,1,2011-11-14 11:04:00,1.65,16936.0,United Kingdom,1.65,2011-11-14
465203,576213,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-11-14 12:47:00,0.19,18117.0,United Kingdom,6.84,2011-11-14
465733,576252,22791,T-LIGHT GLASS FLUTED ANTIQUE,36,2011-11-14 13:55:00,1.25,14418.0,United Kingdom,45.0,2011-11-14
466263,C576325,23414,ZINC BOX SIGN HOME,-4,2011-11-14 15:13:00,9.95,15050.0,United Kingdom,-39.8,2011-11-14
466793,576329,22728,ALARM CLOCK BAKELIKE PINK,1,2011-11-14 15:22:00,7.46,,United Kingdom,7.46,2011-11-14
467323,576339,23284,DOORMAT KEEP CALM AND COME IN,2,2011-11-14 15:27:00,16.63,14096.0,United Kingdom,33.26,2011-11-14
467853,576371,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-11-15 08:07:00,9.95,14911.0,EIRE,9.95,2011-11-15
468383,576463,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1,2011-11-15 11:37:00,0.85,17974.0,United Kingdom,0.85,2011-11-15
468913,576560,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-11-15 13:21:00,1.25,12877.0,United Kingdom,1.25,2011-11-15
469443,576593,23100,SILVER BELLS TABLE DECORATION,1,2011-11-15 14:48:00,1.25,15720.0,United Kingdom,1.25,2011-11-15
469973,576615,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3,2011-11-15 16:42:00,0.29,17231.0,United Kingdom,0.8699999999999999,2011-11-15
470503,576617,21288,STRIPEY CHOCOLATE NESTING BOXES,1,2011-11-15 16:57:00,3.29,,United Kingdom,3.29,2011-11-15
471033,576618,35965,FOLKART HEART NAPKIN RINGS,12,2011-11-15 17:00:00,0.55,,United Kingdom,6.6000000000000005,2011-11-15
471563,576644,22156,HEART DECORATION WITH PEARLS ,1,2011-11-16 10:01:00,1.63,,United Kingdom,1.63,2011-11-16
472112,576665,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,2011-11-16 11:46:00,1.25,17841.0,United Kingdom,7.5,2011-11-16
472642,576694,22564,ALPHABET STENCIL CRAFT,12,2011-11-16 12:25:00,1.25,14426.0,United Kingdom,15.0,2011-11-16
473172,576784,23084,RABBIT NIGHT LIGHT,4,2011-11-16 13:40:00,2.08,16204.0,United Kingdom,8.32,2011-11-16
473702,576837,22393,PAPERWEIGHT VINTAGE COLLAGE,1,2011-11-16 15:16:00,4.96,,United Kingdom,4.96,2011-11-16
474232,576840,22421,LIPSTICK PEN FUSCHIA,2,2011-11-16 15:23:00,0.83,,United Kingdom,1.66,2011-11-16
474762,C576850,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-2,2011-11-16 15:40:00,4.25,13924.0,United Kingdom,-8.5,2011-11-16
475292,576876,35598B,BLACK CHRISTMAS TREE 60CM,1,2011-11-16 16:42:00,0.65,16804.0,United Kingdom,0.65,2011-11-16
475822,576920,23343,JUMBO BAG VINTAGE CHRISTMAS ,20,2011-11-17 10:49:00,2.08,13871.0,United Kingdom,41.6,2011-11-17
476352,577010,21900,"KEY FOB , SHED",5,2011-11-17 12:11:00,0.65,15506.0,United Kingdom,3.25,2011-11-17
476882,577038,21232,STRAWBERRY CERAMIC TRINKET POT,16,2011-11-17 13:30:00,1.25,14796.0,United Kingdom,20.0,2011-11-17
477412,577057,23081,GREEN METAL BOX ARMY SUPPLIES,1,2011-11-17 14:26:00,8.25,12748.0,United Kingdom,8.25,2011-11-17
477942,577078,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-11-17 15:17:00,2.46,,United Kingdom,4.92,2011-11-17
478472,577083,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-11-17 15:34:00,0.42,15287.0,United Kingdom,10.08,2011-11-17
479002,577126,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-11-17 19:22:00,0.42,12406.0,Denmark,8.4,2011-11-17
479532,577167,22586,FELTCRAFT HAIRBAND PINK AND BLUE,4,2011-11-18 10:41:00,0.85,16511.0,United Kingdom,3.4,2011-11-18
480062,577252,23474,WOODLAND SMALL BLUE FELT HEART,1,2011-11-18 12:22:00,0.83,18034.0,United Kingdom,0.83,2011-11-18
480592,577312,48138,DOORMAT UNION FLAG,2,2011-11-18 13:18:00,8.25,17049.0,United Kingdom,16.5,2011-11-18
481122,577341,23445,ICE CREAM BUBBLES,20,2011-11-18 15:00:00,0.83,16279.0,United Kingdom,16.599999999999998,2011-11-18
481652,577358,46776A,WOVEN BUBBLE GUM CUSHION COVER,3,2011-11-18 15:59:00,4.13,,United Kingdom,12.39,2011-11-18
482182,577411,23315,IVORY REFECTORY CLOCK,1,2011-11-20 11:00:00,9.95,17387.0,United Kingdom,9.95,2011-11-20
482712,577482,23356,LOVE HOT WATER BOTTLE,2,2011-11-20 11:43:00,5.95,16762.0,United Kingdom,11.9,2011-11-20
483242,577497,23566,EGG CUP MILKMAID HEIDI,1,2011-11-20 12:22:00,1.25,17555.0,United Kingdom,1.25,2011-11-20
483772,577507,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-20 12:42:00,1.25,14710.0,United Kingdom,1.25,2011-11-20
484302,577530,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-11-20 13:48:00,3.75,14950.0,United Kingdom,15.0,2011-11-20
484832,577543,21755,LOVE BUILDING BLOCK WORD,3,2011-11-20 14:40:00,6.25,17636.0,United Kingdom,18.75,2011-11-20
485362,577598,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-11-21 08:19:00,1.25,13430.0,United Kingdom,15.0,2011-11-21
485892,C577692,84946,ANTIQUE SILVER T-LIGHT GLASS,-8,2011-11-21 11:47:00,1.06,14426.0,United Kingdom,-8.48,2011-11-21
486422,577730,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-11-21 12:59:00,4.65,17253.0,United Kingdom,4.65,2011-11-21
486952,577756,21755,LOVE BUILDING BLOCK WORD,3,2011-11-21 14:59:00,6.25,15115.0,United Kingdom,18.75,2011-11-21
487482,577768,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-11-21 15:18:00,2.46,,United Kingdom,2.46,2011-11-21
488012,577791,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-11-21 16:36:00,1.45,17100.0,United Kingdom,17.4,2011-11-21
488542,577834,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-22 10:21:00,1.65,17528.0,United Kingdom,19.799999999999997,2011-11-22
489072,577893,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,3,2011-11-22 11:47:00,0.85,17073.0,United Kingdom,2.55,2011-11-22
489602,578019,22564,ALPHABET STENCIL CRAFT,1,2011-11-22 13:11:00,1.25,17360.0,United Kingdom,1.25,2011-11-22
490132,578041,20679,EDWARDIAN PARASOL RED,2,2011-11-22 14:23:00,5.95,17338.0,United Kingdom,11.9,2011-11-22
490662,578065,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-22 15:41:00,8.29,,United Kingdom,8.29,2011-11-22
491192,578067,22616,PACK OF 12 LONDON TISSUES ,3,2011-11-22 15:43:00,0.83,,United Kingdom,2.4899999999999998,2011-11-22
491722,578072,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-11-22 16:02:00,2.95,17759.0,United Kingdom,11.8,2011-11-22
492252,578099,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-11-23 08:05:00,5.95,12452.0,Switzerland,17.85,2011-11-23
492782,578149,21868,POTTING SHED TEA MUG,1,2011-11-23 11:11:00,3.29,,United Kingdom,3.29,2011-11-23
493312,578225,23298,SPOTTY BUNTING,3,2011-11-23 11:51:00,4.95,17700.0,United Kingdom,14.850000000000001,2011-11-23
493842,578251,22867,HAND WARMER BIRD DESIGN,3,2011-11-23 12:45:00,2.1,15993.0,United Kingdom,6.300000000000001,2011-11-23
494372,578270,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,2011-11-23 13:39:00,4.96,14096.0,United Kingdom,9.92,2011-11-23
494902,578279,23293,SET OF 12 FAIRY CAKE BAKING CASES,56,2011-11-23 13:53:00,0.83,14735.0,United Kingdom,46.48,2011-11-23
495432,578305,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,2011-11-23 15:44:00,3.29,14088.0,United Kingdom,78.96000000000001,2011-11-23
495962,578344,21098,CHRISTMAS TOILET ROLL,3,2011-11-24 09:21:00,2.46,,United Kingdom,7.38,2011-11-24
496492,578344,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,2011-11-24 09:21:00,3.29,,United Kingdom,6.58,2011-11-24
497022,578347,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-24 09:26:00,10.79,,United Kingdom,21.58,2011-11-24
497552,578420,21175,GIN + TONIC DIET METAL SIGN,2,2011-11-24 11:57:00,2.55,16326.0,United Kingdom,5.1,2011-11-24
498082,578510,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,2011-11-24 13:25:00,0.42,14056.0,United Kingdom,10.08,2011-11-24
498612,578531,22617,BAKING SET SPACEBOY DESIGN,1,2011-11-24 14:40:00,4.95,17364.0,United Kingdom,4.95,2011-11-24
499176,578633,21790,VINTAGE SNAP CARDS,12,2011-11-24 16:31:00,0.85,16616.0,United Kingdom,10.2,2011-11-24
499706,578686,22621,TRADITIONAL KNITTING NANCY,12,2011-11-25 09:18:00,1.65,13050.0,United Kingdom,19.799999999999997,2011-11-25
500236,578746,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-11-25 11:36:00,8.29,,United Kingdom,107.76999999999998,2011-11-25
500766,578808,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6,2011-11-25 13:23:00,1.25,16327.0,United Kingdom,7.5,2011-11-25
501296,578827,21877,HOME SWEET HOME MUG,1,2011-11-25 14:25:00,3.29,,United Kingdom,3.29,2011-11-25
501826,578833,21115,ROSE CARAVAN DOORSTOP,1,2011-11-25 15:23:00,14.13,,United Kingdom,14.13,2011-11-25
502356,578844,22553,PLASTERS IN TIN SKULLS,1,2011-11-25 16:14:00,3.29,,United Kingdom,3.29,2011-11-25
502886,578852,22598,CHRISTMAS MUSICAL ZINC TREE,5,2011-11-27 11:12:00,0.29,17841.0,United Kingdom,1.45,2011-11-27
503416,578926,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-27 12:24:00,0.42,18156.0,United Kingdom,10.5,2011-11-27
503946,578940,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,8,2011-11-27 13:18:00,3.29,,United Kingdom,26.32,2011-11-27
504476,578950,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-11-27 14:40:00,1.95,17885.0,United Kingdom,1.95,2011-11-27
505006,578998,22551,PLASTERS IN TIN SPACEBOY,3,2011-11-27 16:05:00,1.65,15436.0,United Kingdom,4.949999999999999,2011-11-27
505536,579089,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-11-28 10:46:00,2.08,17920.0,United Kingdom,2.08,2011-11-28
506066,579124,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-28 12:14:00,4.25,15721.0,United Kingdom,4.25,2011-11-28
506596,579146,23357,HOT WATER BOTTLE SEX BOMB,1,2011-11-28 13:14:00,4.95,16347.0,United Kingdom,4.95,2011-11-28
507126,579167,23464,VINTAGE ZINC WATERING CAN SMALL,2,2011-11-28 14:06:00,4.95,16800.0,United Kingdom,9.9,2011-11-28
507656,579187,22695,WICKER WREATH SMALL,1,2011-11-28 15:31:00,3.29,,United Kingdom,3.29,2011-11-28
508186,579196,22551,PLASTERS IN TIN SPACEBOY,7,2011-11-28 15:54:00,3.29,14096.0,United Kingdom,23.03,2011-11-28
508716,579267,23313,VINTAGE CHRISTMAS BUNTING,10,2011-11-29 09:42:00,4.95,14961.0,United Kingdom,49.5,2011-11-29
509246,579297,22476,EMPIRE UNION JACK TV DINNER TRAY,1,2011-11-29 11:23:00,10.79,,United Kingdom,10.79,2011-11-29
509776,579401,23083,SET 6 PAPER TABLE LANTERN STARS ,12,2011-11-29 12:12:00,3.75,14550.0,United Kingdom,45.0,2011-11-29
510306,579445,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-11-29 13:41:00,2.55,15206.0,United Kingdom,61.199999999999996,2011-11-29
510836,579470,22274,FELTCRAFT DOLL EMILY,1,2011-11-29 15:06:00,2.95,16549.0,United Kingdom,2.95,2011-11-29
511366,579493,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-11-29 15:24:00,2.49,15570.0,United Kingdom,14.940000000000001,2011-11-29
511896,579508,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,2011-11-29 16:33:00,0.83,,United Kingdom,0.83,2011-11-29
512426,579512,22816,CARD MOTORBIKE SANTA,4,2011-11-29 16:47:00,0.42,,United Kingdom,1.68,2011-11-29
512956,579524,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-30 08:17:00,5.95,16295.0,United Kingdom,17.85,2011-11-30
513486,579555,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-11-30 11:08:00,0.55,16241.0,United Kingdom,0.55,2011-11-30
514016,579669,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-11-30 12:36:00,1.25,14673.0,United Kingdom,15.0,2011-11-30
514546,579708,23695,DOILY THANK YOU CARD,12,2011-11-30 14:16:00,0.42,12682.0,France,5.04,2011-11-30
515076,579777,23333,IVORY WICKER HEART MEDIUM,2,2011-11-30 15:13:00,2.46,,United Kingdom,4.92,2011-11-30
515606,579777,22726,ALARM CLOCK BAKELIKE GREEN,3,2011-11-30 15:13:00,7.46,,United Kingdom,22.38,2011-11-30
516136,579868,22083,PAPER CHAIN KIT RETROSPOT,6,2011-11-30 16:43:00,2.95,15544.0,United Kingdom,17.700000000000003,2011-11-30
516666,579941,22633,HAND WARMER UNION JACK,12,2011-12-01 10:31:00,2.1,16496.0,United Kingdom,25.200000000000003,2011-12-01
517196,580044,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-01 12:36:00,1.25,14869.0,United Kingdom,15.0,2011-12-01
517726,580088,90057,DIAMANTE RING ASSORTED IN BOX.,24,2011-12-01 14:30:00,1.25,17115.0,United Kingdom,30.0,2011-12-01
518256,580115,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,5,2011-12-01 16:22:00,5.79,,United Kingdom,28.95,2011-12-01
518786,580118,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-12-01 16:31:00,1.25,16011.0,United Kingdom,15.0,2011-12-01
