,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
39759,39759,sell,apartment,Congreso,|Argentina|Capital Federal|Congreso|,Argentina,Capital Federal,3435259.0,"-34.6086121,-58.3836038",-34.6086121,-58.3836038,165000.0,USD,2911342.5,165000.0,108.0,108.0,1527.7777777777776,1527.7777777777776,3.0,4.0,2600.0,http://www.properati.com.ar/18pa5_venta_departamento_congreso_av-rivadavia-1210_dependencias_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_lounge-propiedades_bry,"Venta de Departamento 4 AMBIENTES en Congreso, Capital Federal-DESCRIPCIÓN:-EXCELENTE ESTADO GENERAL.-4 AMBIENTES CON DEPENDENCIA  DE SERVICIO.-PISOS DE PINOTEA MUY BIEN CUIDADOS.-AIRE ACONDICIONADO. -  - LOUNGE PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/kXKAk9qT8Bo-hsrLaOyZOre1jZ8=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/LOU1098_2.jpg%3F1501538341
39760,39760,sell,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,Argentina,Capital Federal,3435548.0,"-34.6086121,-58.3836038",-34.6086121,-58.3836038,165000.0,USD,2911342.5,165000.0,108.0,108.0,1527.7777777777776,1527.7777777777776,3.0,4.0,2600.0,http://www.properati.com.ar/18pa6_venta_departamento_centro-microcentro_av-rivadavia-1210_dependencias_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_lounge-propiedades_bry,"Venta de Departamento 4 AMBIENTES en Centro / Microcentro, Capital Federal-DESCRIPCIÓN:-EXCELENTE ESTADO GENERAL.-4 AMBIENTES CON DEPENDENCIA  DE SERVICIO.-PISOS DE PINOTEA MUY BIEN CUIDADOS.-AIRE ACONDICIONADO. -  - LOUNGE PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/Dg5wD7w7u6hFhB9yKIE-rNTvB3Q=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/lou1099_2.jpg%3F1501538341
39761,39761,sell,apartment,Monserrat,|Argentina|Capital Federal|Monserrat|,Argentina,Capital Federal,3430570.0,"-34.6086121,-58.3836038",-34.6086121,-58.3836038,165000.0,USD,2911342.5,165000.0,108.0,108.0,1527.7777777777776,1527.7777777777776,3.0,4.0,2600.0,http://www.properati.com.ar/18pa7_venta_departamento_monserrat_av-rivadavia-1210_dependencias_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_lounge-propiedades_bry,"Venta de Departamento 4 AMBIENTES en Monserrat, Capital Federal-DESCRIPCIÓN:-GRAN OPORTUNIDAD.-EXCELENTE ESTADO GENERAL.-4 AMBIENTES CON DEPENDENCIA  DE SERVICIO.-PISOS DE PINOTEA MUY BIEN CUIDADOS.-AIRE ACONDICIONADO.-MUY LUMINOSO. -  - LOUNGE PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/7eIDsgk0hi52XP9HjSVqmWSfKU4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/lou1100_2.jpg%3F1501538341
39762,39762,sell,apartment,Once,|Argentina|Capital Federal|Once|,Argentina,Capital Federal,3430291.0,"-34.6012537,-58.4077164",-34.6012537,-58.4077164,75000.0,USD,1323337.5,75000.0,34.0,34.0,2205.8823529411766,2205.8823529411766,3.0,2.0,1600.0,http://www.properati.com.ar/18pai_venta_departamento_once_tucuman-al-2900_subte-linea-b_subte-linea-h_cardell-inmobiliaria,"Venta de Departamento 2 AMBIENTES al frente, 33,5 m2, no apto credito, en Once, Capital Federal, -  - CARDELL INMOBILIARIA",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/tXxnx13x90nPt5OcUBZP99seIOQ=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/CAI152_2.jpg%3F1501538350
39778,39778,sell,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,Argentina,Capital Federal,3429422.0,"-34.5536306,-58.4835601",-34.553630600000005,-58.483560100000005,140000.0,USD,2470230.0,140000.0,65.0,65.0,2153.846153846154,2153.846153846154,1.0,3.0,1500.0,http://www.properati.com.ar/18pbr_venta_departamento_saavedra_naon-romulo-s-dr-3900_luminoso_aire-acondicionado_rcm-propiedades_c67,"Hermoso departamento de tres ambientes al frente, todos los ambientes con ventilación al exterior, muy buena distribución y excelente luminosidad.El departamento cuenta con dos habitaciones con sus respectivos placares y amplios ventanales al exterior, baño completo con bañera reciclado y cocina completa separada, todo en excelentes condiciones de mantenimiento, la climatización  es por tiro balanceado y aire acondicionado split, pisos de parquet muy mantenidos. Colectivos: 29, 67, 71, 76, 110, 130Trenes:Luis María Saavedra (MITRE 3 CUADRAS)Para verlo me podes llamar al 11- Broker Inmobiliario - Rubén - Martillero resp. Hernan Carbone -  - RCM PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/j8Q6xmIxO-ky3mmW7lj2Uf2Raew=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RCM546_2.jpg%3F1501538458
39781,39781,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5646956,-58.4638471",-34.5646956,-58.4638471,365000.0,USD,6440242.5,365000.0,132.0,121.0,2765.151515151515,3016.5289256198357,2.0,4.0,5000.0,http://www.properati.com.ar/18pbv_venta_departamento_belgrano_mendoza-3067_balcon_baulera_suite_toilette_vestidor_luminoso_lujoso_dependencias_garage_subte-linea-d_rcm-propiedades_c67,"Venta de Departamento 4 AMBIENTES con dependencia, cochera y baulera en Belgrano, Capital Federal.Excelente departamento con una muy solida construcción. El mismo cuenta con palier privado, un muy lindo y confortable living, una amplia cocina con isla, un comedor diario super amplio, dependencia de servicio con baño, dormitorio principal en suite con vestidor,  dos dormitorios con baño compartido, toilette de recepción, entrada de servicio, balcón corrido al contrafrente.Posee cochera fija cubierta y una amplia baulera.Se toma propiedad en parte de pago.No deje de visitarlo (apto crédito)Diego Ramos +54115-307-1878Hernan Martín Carbone mat CUCICBA 5493 -  - RCM PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/__eyTPI5TpYLWG6o5LFOWYS56To=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RCM551_2.jpg%3F1501538458
39782,39782,sell,apartment,Barracas,|Argentina|Capital Federal|Barracas|,Argentina,Capital Federal,3436134.0,"-34.6506408,-58.3865435",-34.6506408,-58.38654350000001,189900.0,USD,3350690.55,189900.0,123.0,123.0,1543.9024390243906,1543.9024390243906,1.0,4.0,1500.0,http://www.properati.com.ar/18pbw_venta_departamento_barracas_rio-limay-1400_lavadero_luminoso_lujoso_impecable_rcm-propiedades_c67,"Excelente! departamento de cuatro ambientes, realmente la propiedad se encuentra en inmejorables condiciones, pisos roble eslavonia, paredes, techos Impecables!. El departamento es muy espacioso, luminoso y con detalles de gran categoría, consta de 3 habitaciones con sus respectivos placares en interiores en madera, baño completo con bañera + un baño de servicio, cocina comedor, recibidor y lavadero, dos entradas, servicio y principal.Si buscas 4 ambientes en la zona, vale la pena verlo, LA PROPIEDAD ES EXCELENTE! Las fotos no pueden reflejar la amplitud y calidad de la propiedad.Para visitas me podes llamar al 11- Broker Inmobiliario Rubén López - Martillero Resp. Hernan Carbone Mat. CUCICBA 5493 -  - RCM PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/QrnWk9f_KRSbw4A1pQEIB97cbWg=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RCM552_2.jpg%3F1501538458
39783,39783,sell,apartment,Barracas,|Argentina|Capital Federal|Barracas|,Argentina,Capital Federal,3436134.0,"-34.6369259,-58.3746762",-34.636925899999994,-58.3746762,216000.0,USD,3811212.0,216000.0,76.0,74.0,2842.105263157894,2918.918918918919,3.0,3.0,3300.0,http://www.properati.com.ar/18pbz_venta_departamento_barracas_montes-de-oca-av-800_balcon_suite_luminoso_impecable_rcm-propiedades_c67,"Venta de Departamento 3 AMBIENTES en Barracas, Capital Federal. Contacto: GUSTAVO MEDINA  / 15- - g.CELENTE DEPARTAMENTO DE TRES AMBIENTES EN LA MEJOR ZONA DE BARRACAS, ESQUINA DE AV MONTES DE OCA Y BRANDSEN - MUY BUENA VISTA HACIA LA PLAZA COLOMBIA - TOTALMENTE RECILADO - AMPLIO LIVING COMEDOR CON SALIDA A UN COMODO BALCON - COCINA INTERGRADA AL LIVING CON UNA ISLA - BAÑO COMPLETO CON VENTANA - GRANDES DORMITORIOS CON MUY BUENOS PLACARDS, UNO DE ELLOS EN SUITE - SUPER LUMINOSO - IMPECABLE ESTADO GENERAL - PISOS DE PARQUET ORIGINALES MUY BIEN CUIDADO - EDIFICIO ESTILO RACIONALISTA BIEN CONSERVADO.Hernán Martín CarboneCUCICBA MAT. 5493 -  - RCM PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/bbdAZmGLMYKuMyBUc6DPeqEVXFc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RCM555_2.jpg%3F1501538458
39784,39784,sell,apartment,Villa Lugano,|Argentina|Capital Federal|Villa Lugano|,Argentina,Capital Federal,3427408.0,"-34.6800572768,-58.4771555729",-34.6800572768,-58.4771555729,130000.0,USD,2293785.0,130000.0,62.0,56.0,2096.7741935483878,2321.428571428572,3.0,3.0,1.0,http://www.properati.com.ar/18pc6_venta_departamento_villa-lugano_sayos_6048_balcon_lavadero_luminoso_placard_deseta-propiedades,"Venta de Departamento 3 AMBIENTES en Villa Lugano, Capital Federal.-Excelente ubicación en la mejor zona residencial.- Consta de living comedor amplio con salida al balcón, dos dormitorios con placard,  cocina independiente y totalmente instalada, lavadero con cerramiento de aluminio y balcón.- Espectacular vista y luminosidad.- Buen estado general.- Apto crédito bancario.- -  - DESETA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/gtuH33GLcrUsf1Q2grapzvaNJKo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/des44_2.jpg%3F1501538468
40624,40624,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.5943111,-58.4346028",-34.594311100000006,-58.43460279999999,155000.0,USD,2734897.5,155000.0,60.0,51.0,2583.333333333333,3039.215686274509,8.0,3.0,3800.0,http://www.properati.com.ar/18rnc_venta_departamento_villa-crespo_acevedo-al-900_balcon_lavadero_garage_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"HERMOSO DEPARTAMENTO DE 3 AMBIENTES CON BALCÓN CORRIDO Y COCHERA EN VENTA!!!!EXCELENTE UBICACIÓN EN PLENO VILLA CRESPO CERCA DE LA ZONA OUTLET Y A DOS CUADRAS DE AV. SCALABRINI ORTIZ Y UNA Y MEDIA DE AV. CÓRDOBA.LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO, DOS DORMITORIOS CON PLACARD EL PPAL CON SALIDA AL BALCÓN CORRIDO Y AIRE ACONDICIONADO, COCINA COMPLETA CON LAVADERO INCORPORADO Y BAÑO COMPLETO.ESPACIO GUARDACOCHE CON PORTÓN AUTOMÁTICO. PISOS DE PARQUET. OCTAVO PISO AL CONTRAFRENTE, MUCHÍSIMA LUZ NATURAL Y HERMOSA VISTA ABIERTA AL PULMÓN DE MANZANA.VENTA NO CONDICIONADA. APTO CRÉDITO HIPOTECARIO. LAS EXPENSAS INCLUYEN AYSA.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. Fotos de carácter no contractual.� -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/Y6bFwICH4NeyORf8dbsZQdyNmow=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt6097_2.jpg%3F1501534272
40627,40627,sell,apartment,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6285887,-58.4669236",-34.6285887,-58.4669236,83000.0,USD,1464493.5,83000.0,46.0,39.0,1804.3478260869565,2128.2051282051284,6.0,2.0,2500.0,http://www.properati.com.ar/18rnh_venta_departamento_flores_yerbal-al-2600_balcon_gimnasio_lavadero_parrilla_piscina_sum_amenities_losa-radiante_subte-linea-a_rapisarda-propiedades,"Venta de Departamento 2 AMBIENTES en Flores.Edificio tipo torre. Dos ascensores. 19 pisos. 4 departamentos por piso.Unidad en estado regular. Agua caliente por caldera. Calefacción por losa radiante. Baño completo. Balcón corrido. Amenities: parrilla, piscina, SUM, laundry, gimnasio. -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/eW35xdTYF5mqqx6EYZR9ukS68yE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap727_2.jpg%3F1501534375
40636,40636,sell,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,Argentina,Bs.As. G.B.A. Zona Oeste,3430544.0,"-34.656705,-58.6152568",-34.656705,-58.6152568,80000.0,USD,1411560.0,80000.0,48.0,45.0,1666.666666666667,1777.7777777777776,5.0,2.0,1400.0,http://www.properati.com.ar/18rp6_venta_departamento_moron_yatay-772_balcon_faustino-paez,"Venta de Departamento 2 AMBIENTES, MorónMoron Centro2 ambientes al frente c/ balcón Entrada calle y hall  c/detector electronicoCochera opcional c/ autoelevador Abrturas en DVH Hall de entrada y baños en Mármol Matr. CMCPLM No.  768CUCICBA      No. 6481Tel: +54 (11)    Tel: +54 (11)    iMESSAGE: tp:// -  - FAUSTINO PAEZ",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/THLbXC_m_lVTWpImKGVLXYtgaYw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/fau921_2.jpg%3F1501537093
40637,40637,sell,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,Argentina,Bs.As. G.B.A. Zona Oeste,3430544.0,"-34.656705,-58.6152568",-34.656705,-58.6152568,100000.0,USD,1764450.0,100000.0,48.0,45.0,2083.333333333333,2222.222222222222,5.0,2.0,1400.0,http://www.properati.com.ar/18rp7_venta_departamento_moron_yatay-772_balcon_faustino-paez,"Venta de Departamento 2 AMBIENTES, MorónMoron Centro2 ambientes al frente c/ balcón Entrada calle y hall  c/detector electronicoCochera c/ autoelevador Abrturas en DVH Hall de entrada y baños en Mármol Matr. CMCPLM No.  768CUCICBA      No. 6481Tel: +54 (11)    Tel: +54 (11)    iMESSAGE: tp:// -  - FAUSTINO PAEZ",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/lSsKSGLmi9vGb4rix6bJ94UvmgQ=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/fau922_2.jpg%3F1501537093
40646,40646,sell,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,Argentina,Capital Federal,6693228.0,"-34.612578,-58.4084143",-34.612578000000006,-58.40841429999999,95000.0,USD,1676227.5,95000.0,57.0,50.0,1666.666666666667,1900.0,1.0,3.0,1300.0,http://www.properati.com.ar/18rpv_venta_departamento_balvanera_alsina-adolfo-al-2900_lavadero_luminoso_subte-linea-a_subte-linea-h_buyma-propiedades,"EN VENTA DEPARTAMENTO 3 AMBIENTES  ALMAGRO-BOEDODEPARTAMENTO UBICADO EN ADOLFO ALSINA AL 2900*A 2 CUADRAS DE AV RIVADAVIA * SUBTE, COLECTIVOS...* *ESTADO MUY BUENO* *EXPENSAS BAJAS * *LUMINOSIDAD EXCELENTE* *PISO PARQUET* *BAÑO COMPLETO* LAVADERO INCORPORADO * 2 DORMITORIOS* *PLACARES PARA AMBOS DORMITORIOS**LLAMENOS AL **BUYMA PROPIEDADES  S.R.L.*WWW.BUYMAPROPIEDADES.s medidas consignadas no son exactas tienen un fin meramente orientativo, no vinculantes, las medidas y superficies reales surgirán del título de propiedad que será presentado en su oportunidad a las 48 hs de ser requerido al Vendedor y/o Locador del inmueble. El monto real de las expensas, así como el detalle del mismo deberá ser presentado por el administrador y/o el consejo de administración del edificio cuando se requiera. Venta sujeta a que el propietario cumpla con la resolución 2371 y sus modificatorias de afip.- -  - BUYMA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/DQ6YPesgU5mUOf6thv8OER5i1pA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/buy320_2.jpg%3F1501537873
40650,40650,sell,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,Argentina,Capital Federal,3430348.0,"-34.5523233,-58.4564795",-34.5523233,-58.45647950000001,320000.0,USD,5646240.0,320000.0,160.0,160.0,2000.0,2000.0,1.0,5.0,5500.0,http://www.properati.com.ar/18rqt_venta_departamento_nunez_av-congreso-1800_balcon_garage_aire-acondicionado_subte-linea-d_silvia-galceran-propiedades_cci,"Venta Departamento 5 AMBIENTES en Nuñez CONGRESO 1800 con cochAmplio departamento/oficina, con 5 despachos, baño gerencial y 2 baños para empleados.Cocina, balcón al frente y una cochera fija.Aire acondicionado. (Alquiler $20.000 + gtos)Más info Silvia Galceran Propiedades  -  - SILVIA GALCERAN PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/II9ukmCQEK3rqpaek657eRuV1Mo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/sig61_2.jpg%3F1501538481
41431,41431,sell,apartment,Retiro,|Argentina|Capital Federal|Retiro|,Argentina,Capital Federal,3429576.0,"-34.5953011092,-58.3796269423",-34.5953011092,-58.37962694229999,92000.0,USD,1623294.0,92000.0,36.0,32.0,2555.555555555556,2875.0,9.0,1.0,2078.0,http://www.properati.com.ar/18u5t_venta_departamento_retiro_santa-fe-av-al-800_balcon_baulera_lujoso_amoblado_placard_aire-acondicionado_subte-linea-h_subte-linea-c_innovar-grupo-inmobiliario,"Venta de Departamento 1 AMBIENTE en Retiro, Capital Federal    Excelente Departamento de 36,29 m2 Totales, Amoblado y Equipado Totalmente (como puede observarse en las fotos). Por su ubicación, categoría y equipamiento es ideal para uso propio como vivienda permanente o transitoria o para destinarlo a alquiler ya que se encuentra a pasos de Plaza San Martin, Puerto Madero, el Obelisco, el Centro Bancario/Financiero de la Ciudad, las Avenidas Santa Fe, Cordoba, Del Libertador y 9 de Julio, la terminal Retiro del Ferrocarril y varias líneas de Subterraneo. Dicha ubicación estratégica le permite estar alejado de los congestionamientos urbanos que pueden existir en zonas centricas pero con el inmejorable beneficio de estar muy cerca de todo!!!     El Edificio cuenta con catorce pisos con un promedio de seis departamentos por piso asistidos por dos ascensores.      El Departamento propiamente dicho se ubica al Contrafrente (a buen pulmón de manzana) y cuenta con: 1) 36,29 metros cuadrados totales, de los cuales 32,42 corresponden a superficie cubierta y los restantes 3,87 metros cuadrados a superficie de balcón; 2) Hall de Entrada de 3,60m x 1,19m que aporta intimidad al ambiente; 3) Un Amplio Ambiente de 7,73m x 3,07m, actualmente segmentado funcionalmente con mobiliario (no fijo, móvil) en un sector de Living-Comedor de 3,36m x 3,07 y otro sector de Dormitorio de 3,80m x 3,07m mas un amplio placard que permite esta separación funcional del monoambiente en dos sectores bien diferenciados; 4) Cocina Incorporada con buen espacio de guardado, heladera bajo mesada, horno (pequeño y a gas) con dos hornallas; 5) Baño completo, con bañera, radiador toallero y buen espacio de guardado; 6) Balcon de 3,07m x 1,12m con cerramiento;      Mobiliario y Equipamiento completos (como puede observarse en las fotos); 7) Un Equipo de Aire Acondicionado Frio-Calor; y 8) Baulera tipo jaula en Subsuelo (no figura por escritura ya que se decidio posteriormente asignar dicho espacio a bauleras)!!! Consultas al    Innovar Grupo Inmobiliario    156 092 4278 -  - INNOVAR",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/8x3WihczlVrjVynufmo33bwQJBY=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/IGI812_2.jpg%3F1501533836
41432,41432,sell,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,Argentina,Capital Federal,3435548.0,"-34.5953541,-58.3796484",-34.5953541,-58.3796484,92000.0,USD,1623294.0,92000.0,36.0,32.0,2555.555555555556,2875.0,9.0,1.0,2078.0,http://www.properati.com.ar/18u5u_venta_departamento_centro-microcentro_santa-fe-av-al-800_balcon_baulera_lujoso_amoblado_placard_aire-acondicionado_subte-linea-h_subte-linea-c_innovar-grupo-inmobiliario,"Venta de Departamento 1 AMBIENTE en Centro, Capital Federal    Excelente Departamento de 36,29 m2 Totales, Amoblado y Equipado Totalmente (como puede observarse en las fotos). Por su ubicación, categoría y equipamiento es ideal para uso propio como vivienda permanente o transitoria o para destinarlo a alquiler ya que se encuentra a pasos de Plaza San Martin, Puerto Madero, el Obelisco, el Centro Bancario/Financiero de la Ciudad, las Avenidas Santa Fe, Cordoba, Del Libertador y 9 de Julio, la terminal Retiro del Ferrocarril y varias líneas de Subterraneo. Dicha ubicación estratégica le permite estar alejado de los congestionamientos urbanos que pueden existir en zonas centricas pero con el inmejorable beneficio de estar muy cerca de todo!!!     El Edificio cuenta con catorce pisos con un promedio de seis departamentos por piso asistidos por dos ascensores.      El Departamento propiamente dicho se ubica al Contrafrente (a buen pulmón de manzana) y cuenta con: 1) 36,29 metros cuadrados totales, de los cuales 32,42 corresponden a superficie cubierta y los restantes 3,87 metros cuadrados a superficie de balcón; 2) Hall de Entrada de 3,60m x 1,19m que aporta intimidad al ambiente; 3) Un Amplio Ambiente de 7,73m x 3,07m, actualmente segmentado funcionalmente con mobiliario (no fijo, móvil) en un sector de Living-Comedor de 3,36m x 3,07 y otro sector de Dormitorio de 3,80m x 3,07m mas un amplio placard que permite esta separación funcional del monoambiente en dos sectores bien diferenciados; 4) Cocina Incorporada con buen espacio de guardado, heladera bajo mesada, horno (pequeño y a gas) con dos hornallas; 5) Baño completo, con bañera, radiador toallero y buen espacio de guardado; 6) Balcon de 3,07m x 1,12m con cerramiento;      Mobiliario y Equipamiento completos (como puede observarse en las fotos); 7) Un Equipo de Aire Acondicionado Frio-Calor; y 8) Baulera tipo jaula en Subsuelo (no figura por escritura ya que se decidio posteriormente asignar dicho espacio a bauleras)!!! Consultas al    Innovar Grupo Inmobiliario    156 092 4278 -  - INNOVAR",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/wFHGr1CmWtWI8EBGPzCBPOiOEXs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/igi813_2.jpg%3F1501533837
